"","customer_no","invoice_no","amount","shipper_no","shipper_date","confirm_exception","confirm_response","confirm_pct"
"63324","c00213","i63334",93,"s61363",2021-08-22,0,"Confirmed, Balance OK",1
"63325","c00362","i63368",0,"s61364",2021-08-22,0,"Confirmed, Balance OK",1
"63340","c00575","i63254",290,"s61593",2021-08-23,0,"Confirmed, Balance OK",1
"63341","c00689","i63447",80,"s61594",2021-08-23,1,"Customer rejects charge",0.602498119114898
"63342","c00601","i63491",90,"s61595",2021-08-23,0,"Confirmed, Balance OK",1
"63343","c00976","i63314",0,"s61596",2021-08-23,0,"Confirmed, Balance OK",1
"63361","c00713","i63328",0,"s61869",2021-08-24,0,"Confirmed, Balance OK",1
"63362","c00520","i63507",222,"s61870",2021-08-24,0,"Confirmed, Balance OK",1
"63363","c00007","i63279",54,"s61871",2021-08-24,0,"Confirmed, Balance OK",1
"63379","c00321","i63481",50,"s62132",2021-08-25,1,"Customer cannot pay",0.904982380887959
"63380","c00703","i63304",0,"s62133",2021-08-25,0,"Confirmed, Balance OK",1
"63381","c00925","i63456",288,"s62134",2021-08-25,0,"Confirmed, Balance OK",1
"63419","c00217","i63291",116,"s62856",2021-08-28,0,"Confirmed, Balance OK",1
"63421","c00122","i63286",246,"s62858",2021-08-28,0,"Confirmed, Balance OK",1
"63422","c00169","i63260",0,"s62859",2021-08-28,0,"Confirmed, Balance OK",1
"63443","c00443","i63282",0,"s63347",2021-08-30,0,"Confirmed, Balance OK",1
"63463","c00716","i63450",280,"s64149",2021-09-02,0,"Confirmed, Balance OK",1
"63483","c00978","i63265",192,"s65218",2021-09-06,0,"Confirmed, Balance OK",1
"63484","c00958","i63410",60,"s65219",2021-09-06,0,"Confirmed, Balance OK",1
"63492","c00223","i63376",66,"s65731",2021-09-08,0,"Confirmed, Balance OK",1
"63493","c00446","i63414",0,"s65732",2021-09-08,1,"Customer rejects charge",0.97449722076999
"63495","c00851","i63389",0,"s66017",2021-09-09,0,"Confirmed, Balance OK",1
"63522","c00676","i63267",180,"s68754",2021-09-19,1,"Customer claims to have returned the goods",0.589384150970727
"63531","c00643","i63440",156,"s72428",2021-10-02,0,"Confirmed, Balance OK",1
"63569","c00159","i63709",64,"s61389",2021-08-22,0,"Confirmed, Balance OK",1
"63598","c00520","i63760",0,"s61625",2021-08-23,0,"Confirmed, Balance OK",1
"63625","c00600","i63799",32,"s61898",2021-08-24,0,"Confirmed, Balance OK",1
"63626","c00782","i63593",126,"s61899",2021-08-24,0,"Confirmed, Balance OK",1
"63627","c00808","i63599",90,"s61900",2021-08-24,0,"Confirmed, Balance OK",1
"63643","c00821","i63579",0,"s62151",2021-08-25,0,"Confirmed, Balance OK",1
"63644","c00536","i63722",243,"s62152",2021-08-25,0,"Confirmed, Balance OK",1
"63645","c00076","i63756",155,"s62153",2021-08-25,0,"Confirmed, Balance OK",1
"63659","c00991","i63684",0,"s62391",2021-08-26,0,"Confirmed, Balance OK",1
"63660","c00065","i63590",0,"s62392",2021-08-26,0,"Confirmed, Balance OK",1
"63668","c00908","i63743",375,"s62623",2021-08-27,0,"Confirmed, Balance OK",1
"63669","c00857","i63759",198,"s62624",2021-08-27,0,"Confirmed, Balance OK",1
"63670","c00053","i63605",725,"s62625",2021-08-27,0,"Confirmed, Balance OK",1
"63679","c00739","i63766",186,"s62868",2021-08-28,0,"Confirmed, Balance OK",1
"63688","c00257","i63744",180,"s63114",2021-08-29,0,"Confirmed, Balance OK",1
"63689","c00446","i63673",52,"s63115",2021-08-29,0,"Confirmed, Balance OK",1
"63699","c00134","i63713",360,"s63357",2021-08-30,0,"Confirmed, Balance OK",1
"63700","c00898","i63654",140,"s63358",2021-08-30,0,"Confirmed, Balance OK",1
"63701","c00523","i63693",81,"s63359",2021-08-30,0,"Confirmed, Balance OK",1
"63702","c00849","i63628",60,"s63360",2021-08-30,0,"Confirmed, Balance OK",1
"63708","c00742","i63640",285,"s63636",2021-08-31,0,"Confirmed, Balance OK",1
"63709","c00739","i63808",62,"s63637",2021-08-31,0,"Confirmed, Balance OK",1
"63717","c00909","i63790",130,"s63879",2021-09-01,0,"Confirmed, Balance OK",1
"63718","c00137","i63668",232,"s63880",2021-09-01,0,"Confirmed, Balance OK",1
"63733","c00930","i63729",87,"s64417",2021-09-03,0,"Confirmed, Balance OK",1
"63739","c00244","i63641",136,"s64702",2021-09-04,0,"Confirmed, Balance OK",1
"63756","c00600","i63747",62,"s65737",2021-09-08,0,"Confirmed, Balance OK",1
"63773","c00124","i63618",156,"s66848",2021-09-12,1,"No Response",0.709125023472589
"63780","c00439","i63663",198,"s67128",2021-09-13,0,"Confirmed, Balance OK",1
"63786","c00737","i63773",114,"s67958",2021-09-16,0,"Confirmed, Balance OK",1
"63804","c00033","i63784",560,"s71563",2021-09-29,0,"Confirmed, Balance OK",1
"63828","c00269","i63864",114,"s61406",2021-08-22,1,"Customer cannot pay",0.677559042554349
"63829","c00934","i63890",592,"s61407",2021-08-22,0,"Confirmed, Balance OK",1
"63830","c00393","i63855",124,"s61408",2021-08-22,0,"Confirmed, Balance OK",1
"63855","c00100","i63822",0,"s61650",2021-08-23,0,"Confirmed, Balance OK",1
"63856","c00682","i63964",66,"s61651",2021-08-23,0,"Confirmed, Balance OK",1
"63857","c00822","i63910",84,"s61652",2021-08-23,0,"Confirmed, Balance OK",1
"63858","c00523","i63912",0,"s61653",2021-08-23,0,"Confirmed, Balance OK",1
"63859","c00274","i63856",68,"s61654",2021-08-23,1,"Customer cannot pay",0.757883344551083
"63860","c00034","i63945",0,"s61655",2021-08-23,0,"Confirmed, Balance OK",1
"63861","c00688","i63874",234,"s61656",2021-08-23,0,"Confirmed, Balance OK",1
"63862","c00302","i63854",46,"s61657",2021-08-23,0,"Confirmed, Balance OK",1
"63863","c00141","i64006",180,"s61658",2021-08-23,0,"Confirmed, Balance OK",1
"63885","c00342","i64000",30,"s61922",2021-08-24,0,"Confirmed, Balance OK",1
"63886","c00464","i64058",108,"s61923",2021-08-24,1,"Customer claims fraction of the amount charged",0.804830668426584
"63948","c00353","i64065",180,"s62877",2021-08-28,0,"Confirmed, Balance OK",1
"63949","c00067","i63816",88,"s62878",2021-08-28,0,"Confirmed, Balance OK",1
"63955","c00052","i63982",112,"s63121",2021-08-29,0,"Confirmed, Balance OK",1
"63971","c00187","i64071",180,"s63376",2021-08-30,0,"Confirmed, Balance OK",1
"63990","c00316","i64043",324,"s63889",2021-09-01,0,"Confirmed, Balance OK",1
"63999","c00169","i63960",96,"s64168",2021-09-02,0,"Confirmed, Balance OK",1
"64008","c00773","i63967",51,"s64426",2021-09-03,1,"Unable to confirm balance",0.854282136803959
"64009","c00097","i64031",0,"s64427",2021-09-03,1,"Customer cannot pay",0.664843351952732
"64015","c00953","i63911",138,"s64982",2021-09-05,0,"Confirmed, Balance OK",1
"64047","c00933","i63904",112,"s67397",2021-09-14,0,"Confirmed, Balance OK",1
"64048","c00784","i63883",31,"s67398",2021-09-14,0,"Confirmed, Balance OK",1
"64054","c00134","i64028",336,"s68505",2021-09-18,0,"Confirmed, Balance OK",1
"64093","c00617","i64108",456,"s61674",2021-08-23,0,"Confirmed, Balance OK",1
"64094","c00012","i64318",234,"s61675",2021-08-23,0,"Confirmed, Balance OK",1
"64128","c00384","i64111",228,"s61957",2021-08-24,1,"No Response",0.565640551967081
"64129","c00799","i64231",600,"s61958",2021-08-24,0,"Confirmed, Balance OK",1
"64130","c01000","i64099",112,"s61959",2021-08-24,0,"Confirmed, Balance OK",1
"64131","c00097","i64237",33,"s61960",2021-08-24,0,"Confirmed, Balance OK",1
"64145","c00368","i64185",132,"s62187",2021-08-25,0,"Confirmed, Balance OK",1
"64158","c00815","i64161",99,"s62424",2021-08-26,0,"Confirmed, Balance OK",1
"64177","c00533","i64091",0,"s62886",2021-08-28,0,"Confirmed, Balance OK",1
"64193","c00906","i64313",60,"s63137",2021-08-29,0,"Confirmed, Balance OK",1
"64194","c00602","i64207",192,"s63138",2021-08-29,0,"Confirmed, Balance OK",1
"64206","c00958","i64288",0,"s63388",2021-08-30,0,"Confirmed, Balance OK",1
"64207","c00933","i64130",105,"s63389",2021-08-30,0,"Confirmed, Balance OK",1
"64226","c00470","i64210",666,"s63897",2021-09-01,0,"Confirmed, Balance OK",1
"64227","c00889","i64135",272,"s63898",2021-09-01,0,"Confirmed, Balance OK",1
"64228","c00302","i64301",126,"s63899",2021-09-01,0,"Confirmed, Balance OK",1
"64229","c00317","i64126",135,"s63900",2021-09-01,0,"Confirmed, Balance OK",1
"64237","c00642","i64225",58,"s64176",2021-09-02,0,"Confirmed, Balance OK",1
"64238","c00712","i64326",0,"s64177",2021-09-02,0,"Confirmed, Balance OK",1
"64246","c00305","i64142",126,"s64435",2021-09-03,0,"Confirmed, Balance OK",1
"64256","c00291","i64125",360,"s64986",2021-09-05,1,"Customer claims to have returned the goods",0.828768732284661
"64283","c00893","i64093",480,"s66027",2021-09-09,0,"Confirmed, Balance OK",1
"64292","c00082","i64271",408,"s66598",2021-09-11,0,"Confirmed, Balance OK",1
"64313","c00803","i64080",20,"s69029",2021-09-20,0,"Confirmed, Balance OK",1
"64322","c00669","i64243",360,"s71263",2021-09-28,0,"Confirmed, Balance OK",1
"64323","c00262","i64127",132,"s72172",2021-10-01,0,"Confirmed, Balance OK",1
"64377","c00622","i64348",168,"s62440",2021-08-26,0,"Confirmed, Balance OK",1
"64378","c00052","i64502",192,"s62441",2021-08-26,0,"Confirmed, Balance OK",1
"64379","c00687","i64518",0,"s62442",2021-08-26,0,"Confirmed, Balance OK",1
"64380","c00189","i64584",42,"s62443",2021-08-26,0,"Confirmed, Balance OK",1
"64381","c00563","i64587",120,"s62444",2021-08-26,1,"Customer claims to have returned the goods",0.846915054947603
"64397","c00765","i64426",207,"s62667",2021-08-27,0,"Confirmed, Balance OK",1
"64398","c00012","i64330",64,"s62668",2021-08-27,0,"Confirmed, Balance OK",1
"64399","c00665","i64477",124,"s62669",2021-08-27,0,"Confirmed, Balance OK",1
"64414","c00528","i64351",96,"s62901",2021-08-28,0,"Confirmed, Balance OK",1
"64415","c00656","i64574",87,"s62902",2021-08-28,0,"Confirmed, Balance OK",1
"64424","c00004","i64411",186,"s63147",2021-08-29,0,"Confirmed, Balance OK",1
"64425","c00813","i64485",224,"s63148",2021-08-29,0,"Confirmed, Balance OK",1
"64426","c00708","i64445",256,"s63149",2021-08-29,0,"Confirmed, Balance OK",1
"64442","c00028","i64431",246,"s63405",2021-08-30,0,"Confirmed, Balance OK",1
"64443","c00938","i64471",160,"s63406",2021-08-30,0,"Confirmed, Balance OK",1
"64457","c00271","i64476",192,"s63672",2021-08-31,0,"Confirmed, Balance OK",1
"64458","c00613","i64384",210,"s63673",2021-08-31,0,"Confirmed, Balance OK",1
"64459","c00107","i64488",136,"s63674",2021-08-31,0,"Confirmed, Balance OK",1
"64473","c00541","i64580",156,"s63914",2021-09-01,1,"Customer rejects charge",0.631107743922621
"64474","c00552","i64414",56,"s63915",2021-09-01,0,"Confirmed, Balance OK",1
"64490","c00759","i64510",180,"s64444",2021-09-03,0,"Confirmed, Balance OK",1
"64510","c00257","i64366",132,"s64996",2021-09-05,0,"Confirmed, Balance OK",1
"64511","c00500","i64333",0,"s64997",2021-09-05,0,"Confirmed, Balance OK",1
"64524","c00543","i64438",216,"s65510",2021-09-07,0,"Confirmed, Balance OK",1
"64536","c00160","i64568",0,"s66032",2021-09-09,0,"Confirmed, Balance OK",1
"64537","c00566","i64482",138,"s66033",2021-09-09,0,"Confirmed, Balance OK",1
"64547","c00522","i64372",87,"s66302",2021-09-10,0,"Confirmed, Balance OK",1
"64548","c00768","i64585",76,"s66303",2021-09-10,1,"Customer rejects charge",0.956569883227348
"64554","c00186","i64417",136,"s66604",2021-09-11,0,"Confirmed, Balance OK",1
"64564","c00903","i64429",124,"s67403",2021-09-14,1,"Customer rejects charge",0.958813066459261
"64586","c00947","i64583",272,"s71564",2021-09-29,0,"Confirmed, Balance OK",1
"64609","c00715","i64611",120,"s62228",2021-08-25,0,"Confirmed, Balance OK",1
"64610","c00257","i64863",0,"s62229",2021-08-25,0,"Confirmed, Balance OK",1
"64627","c00889","i64804",136,"s62461",2021-08-26,0,"Confirmed, Balance OK",1
"64628","c00629","i64778",198,"s62462",2021-08-26,0,"Confirmed, Balance OK",1
"64647","c00613","i64727",210,"s62688",2021-08-27,0,"Confirmed, Balance OK",1
"64648","c00144","i64716",93,"s62689",2021-08-27,0,"Confirmed, Balance OK",1
"64649","c00351","i64704",92,"s62690",2021-08-27,0,"Confirmed, Balance OK",1
"64650","c00537","i64645",54,"s62691",2021-08-27,0,"Confirmed, Balance OK",1
"64669","c00666","i64852",120,"s62921",2021-08-28,0,"Confirmed, Balance OK",1
"64670","c00669","i64670",160,"s62922",2021-08-28,0,"Confirmed, Balance OK",1
"64671","c00286","i64707",78,"s62923",2021-08-28,1,"Customer rejects charge",0.736148044834845
"64672","c00361","i64828",720,"s62924",2021-08-28,0,"Confirmed, Balance OK",1
"64694","c00317","i64615",270,"s63171",2021-08-29,0,"Confirmed, Balance OK",1
"64706","c00952","i64789",64,"s63418",2021-08-30,0,"Confirmed, Balance OK",1
"64707","c00441","i64823",144,"s63419",2021-08-30,0,"Confirmed, Balance OK",1
"64737","c00777","i64602",108,"s64193",2021-09-02,0,"Confirmed, Balance OK",1
"64738","c00307","i64801",162,"s64194",2021-09-02,0,"Confirmed, Balance OK",1
"64739","c00162","i64794",0,"s64195",2021-09-02,0,"Confirmed, Balance OK",1
"64752","c00316","i64718",280,"s64457",2021-09-03,0,"Confirmed, Balance OK",1
"64753","c00898","i64861",54,"s64458",2021-09-03,0,"Confirmed, Balance OK",1
"64763","c00694","i64864",38,"s64733",2021-09-04,0,"Confirmed, Balance OK",1
"64764","c00310","i64743",375,"s64734",2021-09-04,0,"Confirmed, Balance OK",1
"64765","c00502","i64720",116,"s64735",2021-09-04,0,"Confirmed, Balance OK",1
"64776","c00880","i64717",92,"s65008",2021-09-05,0,"Confirmed, Balance OK",1
"64777","c00267","i64648",81,"s65009",2021-09-05,0,"Confirmed, Balance OK",1
"64778","c00828","i64722",405,"s65010",2021-09-05,0,"Confirmed, Balance OK",1
"64788","c00209","i64639",0,"s65258",2021-09-06,0,"Confirmed, Balance OK",1
"64796","c00151","i64773",228,"s65518",2021-09-07,0,"Confirmed, Balance OK",1
"64815","c00888","i64650",81,"s66311",2021-09-10,1,"Customer claims to have returned the goods",0.591914449236356
"64816","c00998","i64731",144,"s66312",2021-09-10,0,"Confirmed, Balance OK",1
"64834","c00711","i64834",72,"s67143",2021-09-13,0,"Confirmed, Balance OK",1
"64845","c00205","i64815",0,"s67970",2021-09-16,0,"Confirmed, Balance OK",1
"64847","c00737","i64605",0,"s68235",2021-09-17,0,"Confirmed, Balance OK",1
"64866","c00497","i64624",272,"s71565",2021-09-29,0,"Confirmed, Balance OK",1
"64868","c00838","i64640",114,"s71866",2021-09-30,0,"Confirmed, Balance OK",1
"64871","c00416","i64751",58,"s74842",2021-10-11,0,"Confirmed, Balance OK",1
"64888","c00679","i65109",150,"s62478",2021-08-26,0,"Confirmed, Balance OK",1
"64889","c00180","i64968",0,"s62479",2021-08-26,0,"Confirmed, Balance OK",1
"64916","c00288","i65070",132,"s62717",2021-08-27,0,"Confirmed, Balance OK",1
"64917","c00295","i65152",99,"s62718",2021-08-27,0,"Confirmed, Balance OK",1
"64918","c00862","i64878",56,"s62719",2021-08-27,0,"Confirmed, Balance OK",1
"64919","c00484","i65147",0,"s62720",2021-08-27,0,"Confirmed, Balance OK",1
"64920","c00535","i64936",0,"s62721",2021-08-27,0,"Confirmed, Balance OK",1
"64921","c00603","i64924",96,"s62722",2021-08-27,0,"Confirmed, Balance OK",1
"64941","c00477","i64967",51,"s62944",2021-08-28,0,"Confirmed, Balance OK",1
"64943","c01000","i65126",27,"s62946",2021-08-28,0,"Confirmed, Balance OK",1
"64944","c00770","i64997",200,"s62947",2021-08-28,0,"Confirmed, Balance OK",1
"64945","c00629","i65003",0,"s62948",2021-08-28,0,"Confirmed, Balance OK",1
"64958","c00640","i64905",0,"s63184",2021-08-29,0,"Confirmed, Balance OK",1
"64977","c00537","i64889",52,"s63438",2021-08-30,0,"Confirmed, Balance OK",1
"64978","c00832","i65092",100,"s63439",2021-08-30,0,"Confirmed, Balance OK",1
"64987","c00106","i65121",72,"s63696",2021-08-31,0,"Confirmed, Balance OK",1
"64988","c00484","i64976",60,"s63697",2021-08-31,0,"Confirmed, Balance OK",1
"64989","c00585","i64939",324,"s63698",2021-08-31,0,"Confirmed, Balance OK",1
"65002","c00053","i64952",60,"s63936",2021-09-01,0,"Confirmed, Balance OK",1
"65003","c00314","i65094",372,"s63937",2021-09-01,0,"Confirmed, Balance OK",1
"65004","c00086","i64960",96,"s63938",2021-09-01,0,"Confirmed, Balance OK",1
"65014","c00520","i65078",0,"s64205",2021-09-02,0,"Confirmed, Balance OK",1
"65015","c00304","i64917",162,"s64206",2021-09-02,0,"Confirmed, Balance OK",1
"65016","c00958","i65115",93,"s64207",2021-09-02,0,"Confirmed, Balance OK",1
"65017","c00393","i65098",240,"s64208",2021-09-02,0,"Confirmed, Balance OK",1
"65018","c00322","i64973",400,"s64209",2021-09-02,0,"Confirmed, Balance OK",1
"65019","c00210","i64982",112,"s64210",2021-09-02,0,"Confirmed, Balance OK",1
"65038","c00601","i65111",114,"s64477",2021-09-03,1,"Customer claims fraction of the amount charged",0.602445942331105
"65039","c00665","i65037",58,"s64478",2021-09-03,0,"Confirmed, Balance OK",1
"65047","c00602","i64940",0,"s64743",2021-09-04,0,"Confirmed, Balance OK",1
"65081","c00906","i64941",102,"s65768",2021-09-08,0,"Confirmed, Balance OK",1
"65086","c00142","i64876",180,"s66042",2021-09-09,0,"Confirmed, Balance OK",1
"65087","c00572","i65007",0,"s66043",2021-09-09,0,"Confirmed, Balance OK",1
"65088","c00265","i65084",0,"s66044",2021-09-09,0,"Confirmed, Balance OK",1
"65095","c00882","i64956",348,"s66613",2021-09-11,0,"Confirmed, Balance OK",1
"65121","c00968","i65135",272,"s68240",2021-09-17,0,"Confirmed, Balance OK",1
"65124","c00918","i65047",76,"s68512",2021-09-18,0,"Confirmed, Balance OK",1
"65129","c00188","i64977",0,"s68772",2021-09-19,1,"Customer rejects charge",0.623033345388249
"65138","c00777","i64946",279,"s69280",2021-09-21,0,"Confirmed, Balance OK",1
"65146","c00056","i65066",0,"s71566",2021-09-29,1,"Unable to confirm balance",0.90170446151169
"65165","c00883","i65352",510,"s62733",2021-08-27,0,"Confirmed, Balance OK",1
"65166","c00598","i65215",168,"s62734",2021-08-27,0,"Confirmed, Balance OK",1
"65185","c00520","i65294",48,"s62967",2021-08-28,0,"Confirmed, Balance OK",1
"65186","c00184","i65328",162,"s62968",2021-08-28,0,"Confirmed, Balance OK",1
"65187","c00256","i65197",186,"s62969",2021-08-28,0,"Confirmed, Balance OK",1
"65188","c00712","i65417",0,"s62970",2021-08-28,0,"Confirmed, Balance OK",1
"65206","c00694","i65251",0,"s63202",2021-08-29,1,"Customer rejects charge",0.544534656396136
"65207","c00737","i65207",0,"s63203",2021-08-29,0,"Confirmed, Balance OK",1
"65228","c00439","i65349",56,"s63460",2021-08-30,0,"Confirmed, Balance OK",1
"65229","c00127","i65340",408,"s63461",2021-08-30,0,"Confirmed, Balance OK",1
"65247","c00271","i65228",200,"s63715",2021-08-31,0,"Confirmed, Balance OK",1
"65249","c00257","i65391",25,"s63717",2021-08-31,0,"Confirmed, Balance OK",1
"65250","c00394","i65377",150,"s63718",2021-08-31,1,"Customer will not pay shipping",0.542430392701645
"65264","c00213","i65206",35,"s63952",2021-09-01,0,"Confirmed, Balance OK",1
"65265","c00459","i65189",60,"s63953",2021-09-01,0,"Confirmed, Balance OK",1
"65266","c00010","i65284",72,"s63954",2021-09-01,0,"Confirmed, Balance OK",1
"65267","c00807","i65427",84,"s63955",2021-09-01,0,"Confirmed, Balance OK",1
"65281","c00933","i65240",69,"s64224",2021-09-02,0,"Confirmed, Balance OK",1
"65282","c00011","i65303",32,"s64225",2021-09-02,0,"Confirmed, Balance OK",1
"65283","c00227","i65188",256,"s64226",2021-09-02,1,"Customer claims to have returned the goods",0.843384505505674
"65291","c00680","i65348",56,"s64486",2021-09-03,0,"Confirmed, Balance OK",1
"65292","c00134","i65281",180,"s64487",2021-09-03,0,"Confirmed, Balance OK",1
"65293","c00317","i65384",210,"s64488",2021-09-03,0,"Confirmed, Balance OK",1
"65294","c00949","i65379",248,"s64489",2021-09-03,0,"Confirmed, Balance OK",1
"65306","c00615","i65187",0,"s64755",2021-09-04,0,"Confirmed, Balance OK",1
"65307","c00922","i65414",112,"s64756",2021-09-04,0,"Confirmed, Balance OK",1
"65308","c00858","i65155",0,"s64757",2021-09-04,0,"Confirmed, Balance OK",1
"65319","c00097","i65219",0,"s65027",2021-09-05,0,"Confirmed, Balance OK",1
"65320","c00164","i65227",35,"s65028",2021-09-05,0,"Confirmed, Balance OK",1
"65322","c00533","i65204",96,"s65030",2021-09-05,0,"Confirmed, Balance OK",1
"65343","c00818","i65409",93,"s65541",2021-09-07,1,"Customer will not pay shipping",0.653859983349685
"65357","c00269","i65218",28,"s66052",2021-09-09,0,"Confirmed, Balance OK",1
