"","ap_no","ap_date","sku","no_units_ordered","extended_cost","receiver_no","receiver_date"
"1644","ap01644",2021-11-17,"RUGNBTK",100,3600,"rec01644",2021-11-16
"1645","ap01645",2021-11-17,"GNOQUOB",100,3700,"rec01645",2021-11-16
"1646","ap01646",2021-11-04,"SKSLVXC",100,3300,"rec01646",2021-11-03
"1647","ap01647",2021-12-24,"VKQLZHW",100,4200,"rec01647",2021-12-23
"1648","ap01648",2021-10-27,"VPJBCKM",100,3200,"rec01648",2021-10-26
"1649","ap01649",2021-11-19,"DSKRGXD",100,2900,"rec01649",2021-11-18
"1650","ap01650",2021-11-12,"GKPUCRF",100,2600,"rec01650",2021-11-11
"1651","ap01651",2021-11-24,"DKKXEOH",100,3900,"rec01651",2021-11-23
"1652","ap01652",2021-11-25,"QFGDBEV",100,3000,"rec01652",2021-11-24
"1653","ap01653",2021-11-01,"ZPDNNZR",100,2700,"rec01653",2021-10-31
"1654","ap01654",2021-11-26,"CFRAVBY",100,3300,"rec01654",2021-11-25
"1655","ap01655",2021-10-27,"BPRSUSB",100,3000,"rec01655",2021-10-26
"1656","ap01656",2021-11-02,"QAEKVBK",100,2900,"rec01656",2021-11-01
"1657","ap01657",2021-11-18,"JITSTDW",100,4100,"rec01657",2021-11-17
"1658","ap01658",2021-10-29,"RFCWCRP",100,2800,"rec01658",2021-10-28
"1659","ap01659",2021-11-02,"GKMUKER",100,2800,"rec01659",2021-11-01
"1660","ap01660",2021-11-17,"VWAWQNY",100,3200,"rec01660",2021-11-16
"1661","ap01661",2021-11-21,"SFFUQMA",100,3300,"rec01661",2021-11-20
"1662","ap01662",2021-10-31,"ZQRKKBY",100,3300,"rec01662",2021-10-30
"1663","ap01663",2021-11-29,"ZDEUTFG",100,2700,"rec01663",2021-11-28
"1664","ap01664",2021-11-03,"RSZFPAG",100,3300,"rec01664",2021-11-02
"1665","ap01665",2021-11-09,"SFHYVPO",100,3700,"rec01665",2021-11-08
"1666","ap01666",2021-11-15,"FHUZZIB",100,3000,"rec01666",2021-11-14
"1667","ap01667",2021-11-05,"EAUSKUN",100,2800,"rec01667",2021-11-04
"1668","ap01668",2021-12-22,"AUTRSRF",100,3700,"rec01668",2021-12-21
"1669","ap01669",2021-11-05,"QVTPKNI",100,2800,"rec01669",2021-11-04
"1670","ap01670",2021-11-15,"RGCGXAZ",100,3400,"rec01670",2021-11-14
"1671","ap01671",2021-11-04,"HNCQATN",100,3400,"rec01671",2021-11-03
"1672","ap01672",2021-10-31,"KQQIBBJ",100,3000,"rec01672",2021-10-30
"1673","ap01673",2021-11-07,"YNCKNRE",100,2400,"rec01673",2021-11-06
"1674","ap01674",2021-11-02,"LJSBUIB",100,2600,"rec01674",2021-11-01
"1675","ap01675",2021-11-10,"VKJIYJU",100,2500,"rec01675",2021-11-09
"1676","ap01676",2021-11-03,"ASEQMYX",100,2500,"rec01676",2021-11-02
"1677","ap01677",2021-10-30,"CMJNYFN",100,2400,"rec01677",2021-10-29
"1678","ap01678",2021-10-31,"UJTIHNT",100,3000,"rec01678",2021-10-30
"1679","ap01679",2021-11-24,"PIUCJPK",100,3300,"rec01679",2021-11-23
"1680","ap01680",2021-11-14,"AGCNQIM",100,2400,"rec01680",2021-11-13
"1681","ap01681",2021-11-21,"XPLUVGP",100,3300,"rec01681",2021-11-20
"1682","ap01682",2021-11-03,"YPWRNMO",100,2500,"rec01682",2021-11-02
"1683","ap01683",2021-12-20,"XJBYESX",100,3500,"rec01683",2021-12-19
"1684","ap01684",2021-11-01,"TPDMJWS",100,2000,"rec01684",2021-10-31
"1685","ap01685",2021-11-01,"ZLGYUWX",100,3200,"rec01685",2021-10-31
"1686","ap01686",2021-10-31,"QXCZJWB",100,2700,"rec01686",2021-10-30
"1687","ap01687",2021-10-31,"APMYZOY",100,3300,"rec01687",2021-10-30
"1688","ap01688",2021-12-21,"UYHMBDW",100,2300,"rec01688",2021-12-20
"1689","ap01689",2021-11-06,"VFAGAUC",100,1900,"rec01689",2021-11-05
"1690","ap01690",2021-11-23,"NCQEAJW",100,3300,"rec01690",2021-11-22
"1691","ap01691",2021-11-01,"RTGZNAP",100,3200,"rec01691",2021-10-31
"1692","ap01692",2021-11-10,"YOJKLVD",100,3700,"rec01692",2021-11-09
"1693","ap01693",2021-11-23,"ERBDORZ",100,3700,"rec01693",2021-11-22
"1694","ap01694",2021-11-12,"NVATFAQ",100,2200,"rec01694",2021-11-11
"1695","ap01695",2021-11-02,"JHHKRXR",100,3100,"rec01695",2021-11-01
"1696","ap01696",2021-11-04,"VTLJDMV",100,2900,"rec01696",2021-11-03
"1697","ap01697",2021-11-10,"LBBIIML",100,3600,"rec01697",2021-11-09
"1698","ap01698",2021-11-26,"FIPBOVF",100,2800,"rec01698",2021-11-25
"1699","ap01699",2022-01-22,"ZBCUFKL",100,2600,"rec01699",2022-01-21
"1700","ap01700",2021-11-17,"GALBYHS",100,3000,"rec01700",2021-11-16
"1701","ap01701",2021-11-05,"EUPKVZM",100,2400,"rec01701",2021-11-04
"1702","ap01702",2021-11-03,"ERPNROI",100,2400,"rec01702",2021-11-02
"1703","ap01703",2021-11-07,"IHDBAWP",100,3600,"rec01703",2021-11-06
"1704","ap01704",2021-11-13,"FPENHEC",100,2300,"rec01704",2021-11-12
"1705","ap01705",2021-11-23,"SBIRYAF",100,2600,"rec01705",2021-11-22
"1706","ap01706",2021-11-03,"ONSZMGW",100,3000,"rec01706",2021-11-02
"1707","ap01707",2021-11-30,"ZDDZJZA",100,2700,"rec01707",2021-11-29
"1708","ap01708",2021-11-12,"ILAGXYJ",100,3500,"rec01708",2021-11-11
"1709","ap01709",2021-11-17,"LJIWYTH",100,4100,"rec01709",2021-11-16
"1710","ap01710",2021-11-06,"KCYZSOM",100,3400,"rec01710",2021-11-05
"1711","ap01711",2021-11-25,"RCEPOMR",100,2600,"rec01711",2021-11-24
"1712","ap01712",2021-11-04,"JYZITVT",100,3800,"rec01712",2021-11-03
"1713","ap01713",2021-11-15,"OSMECNX",100,2600,"rec01713",2021-11-14
"1714","ap01714",2021-11-21,"JXZAXAB",100,3400,"rec01714",2021-11-20
"1715","ap01715",2022-01-15,"NFLNPIW",100,3600,"rec01715",2022-01-14
"1716","ap01716",2021-11-14,"QLWFBBY",100,2400,"rec01716",2021-11-13
"1717","ap01717",2021-11-27,"BNUZFFS",100,2700,"rec01717",2021-11-26
"1718","ap01718",2021-12-11,"AWZROHL",100,2500,"rec01718",2021-12-10
"1719","ap01719",2021-12-01,"VSJJUIG",100,3600,"rec01719",2021-11-30
"1720","ap01720",2021-11-15,"FYICYTJ",100,2600,"rec01720",2021-11-14
"1721","ap01721",2021-11-21,"KXDWCIZ",100,1800,"rec01721",2021-11-20
"1722","ap01722",2021-11-30,"SRGDJGI",100,2700,"rec01722",2021-11-29
"1723","ap01723",2021-11-24,"IVXKCAA",100,2600,"rec01723",2021-11-23
"1724","ap01724",2021-11-13,"SHXBULO",100,2400,"rec01724",2021-11-12
"1725","ap01725",2021-11-13,"NJPVPWB",100,3300,"rec01725",2021-11-12
"1726","ap01726",2021-12-06,"BDZINJJ",100,3000,"rec01726",2021-12-05
"1727","ap01727",2021-11-04,"LCAYWQU",100,3000,"rec01727",2021-11-03
"1728","ap01728",2021-12-13,"YJSTVXL",100,2700,"rec01728",2021-12-12
"1729","ap01729",2021-11-16,"KHETMVQ",100,2500,"rec01729",2021-11-15
"1730","ap01730",2021-11-10,"SDUTHXE",100,2600,"rec01730",2021-11-09
"1731","ap01731",2021-11-08,"RYGRNRJ",100,4500,"rec01731",2021-11-07
"1732","ap01732",2021-11-07,"KSVKPWZ",100,2500,"rec01732",2021-11-06
"1733","ap01733",2021-11-08,"TYVWJLG",100,2700,"rec01733",2021-11-07
"1734","ap01734",2021-12-10,"ZEAOKZJ",100,2900,"rec01734",2021-12-09
"1735","ap01735",2021-11-09,"LOUYDLP",100,3200,"rec01735",2021-11-08
"1736","ap01736",2021-11-10,"OHDZQJP",100,3100,"rec01736",2021-11-09
"1737","ap01737",2021-11-24,"DNYMOEA",100,1900,"rec01737",2021-11-23
"1738","ap01738",2021-11-29,"LNWOAFQ",100,3000,"rec01738",2021-11-28
"1739","ap01739",2021-12-11,"JTCSYCT",100,3100,"rec01739",2021-12-10
"1740","ap01740",2021-12-10,"NSANFWZ",100,2000,"rec01740",2021-12-09
"1741","ap01741",2021-11-25,"AYCAFJC",100,2800,"rec01741",2021-11-24
"1742","ap01742",2021-11-07,"RJEOTRU",100,3800,"rec01742",2021-11-06
"1743","ap01743",2021-11-07,"GLUJFRJ",100,3400,"rec01743",2021-11-06
"1744","ap01744",2021-12-08,"YKIZCSD",100,4100,"rec01744",2021-12-07
"1745","ap01745",2021-12-20,"BGDWUIJ",100,3300,"rec01745",2021-12-19
"1746","ap01746",2021-12-07,"DBSJXQC",100,2800,"rec01746",2021-12-06
"1747","ap01747",2021-11-23,"AMKIUKC",100,2800,"rec01747",2021-11-22
"1748","ap01748",2021-11-10,"QIZSFKV",100,2500,"rec01748",2021-11-09
"1749","ap01749",2021-11-20,"KNGEOMD",100,2800,"rec01749",2021-11-19
"1750","ap01750",2021-12-12,"YEKUATE",100,2300,"rec01750",2021-12-11
"1751","ap01751",2021-11-12,"JOPBZOY",100,2300,"rec01751",2021-11-11
"1752","ap01752",2021-11-09,"TTWUZUZ",100,2500,"rec01752",2021-11-08
"1753","ap01753",2021-11-29,"PNEPCDU",100,4000,"rec01753",2021-11-28
"1754","ap01754",2021-11-12,"ULAAPNP",100,3600,"rec01754",2021-11-11
"1755","ap01755",2021-11-13,"YXNPZRC",100,3000,"rec01755",2021-11-12
"1756","ap01756",2021-12-30,"ONNFIMW",100,3700,"rec01756",2021-12-29
"1757","ap01757",2022-01-13,"TBBKPTC",100,2100,"rec01757",2022-01-12
"1758","ap01758",2021-11-24,"URKXWEN",100,3300,"rec01758",2021-11-23
"1759","ap01759",2021-11-11,"VREXVNU",100,3100,"rec01759",2021-11-10
"1760","ap01760",2021-11-10,"TSOSUFP",100,2000,"rec01760",2021-11-09
"1761","ap01761",2021-11-12,"GTVWDJR",100,3100,"rec01761",2021-11-11
"1762","ap01762",2021-11-30,"GJWHSEB",100,2900,"rec01762",2021-11-29
"1763","ap01763",2021-11-11,"YBKUMMI",100,2600,"rec01763",2021-11-10
"1764","ap01764",2021-11-17,"MNDBNAC",100,3200,"rec01764",2021-11-16
"1765","ap01765",2021-11-15,"YNLPIYI",100,4200,"rec01765",2021-11-14
"1766","ap01766",2021-12-04,"NNABTST",100,2000,"rec01766",2021-12-03
"1767","ap01767",2021-11-30,"WKSYWND",100,2300,"rec01767",2021-11-29
"1768","ap01768",2021-11-30,"WRPOXSQ",100,2600,"rec01768",2021-11-29
"1769","ap01769",2021-11-17,"TRKTUQE",100,1800,"rec01769",2021-11-16
"1770","ap01770",2021-11-17,"UNVNZUQ",100,1900,"rec01770",2021-11-16
"1771","ap01771",2021-11-14,"EUROPPY",100,2900,"rec01771",2021-11-13
"1772","ap01772",2021-12-09,"STJEXNR",100,3400,"rec01772",2021-12-08
"1773","ap01773",2021-12-04,"JRVHXUU",100,1700,"rec01773",2021-12-03
"1774","ap01774",2021-11-15,"RRRPRSV",100,3100,"rec01774",2021-11-14
"1775","ap01775",2021-11-15,"VDMNHIQ",100,3100,"rec01775",2021-11-14
"1776","ap01776",2021-11-12,"JKRMNJC",100,3000,"rec01776",2021-11-11
"1777","ap01777",2021-12-24,"WZBEWDY",100,2900,"rec01777",2021-12-23
"1778","ap01778",2021-11-13,"RCAKXTB",100,2400,"rec01778",2021-11-12
"1779","ap01779",2021-11-27,"VZCIDQE",100,3000,"rec01779",2021-11-26
"1780","ap01780",2021-11-28,"FVTENNB",100,2000,"rec01780",2021-11-27
"1781","ap01781",2021-11-24,"BGFORMF",100,3100,"rec01781",2021-11-23
"1782","ap01782",2021-11-19,"UCGGVPL",100,2900,"rec01782",2021-11-18
"1783","ap01783",2021-11-18,"IDGYCBC",100,2200,"rec01783",2021-11-17
"1784","ap01784",2021-11-14,"ZHVHQQY",100,2100,"rec01784",2021-11-13
"1785","ap01785",2021-12-12,"OBVUZEN",100,3600,"rec01785",2021-12-11
"1786","ap01786",2021-11-20,"RWIFTAB",100,3000,"rec01786",2021-11-19
"1787","ap01787",2021-12-01,"YWWADQI",100,2300,"rec01787",2021-11-30
"1788","ap01788",2021-11-16,"OAHVLLJ",100,2900,"rec01788",2021-11-15
"1789","ap01789",2021-11-21,"ZJIPQSH",100,3800,"rec01789",2021-11-20
"1790","ap01790",2021-11-30,"JWCXXBW",100,2700,"rec01790",2021-11-29
"1791","ap01791",2021-11-19,"JFZAYHK",100,2800,"rec01791",2021-11-18
"1792","ap01792",2021-11-15,"XCLUIJE",100,2500,"rec01792",2021-11-14
"1793","ap01793",2021-11-16,"JNJMYFE",100,3200,"rec01793",2021-11-15
"1794","ap01794",2021-11-19,"PEYRRCC",100,2900,"rec01794",2021-11-18
"1795","ap01795",2021-11-30,"EMZJEAI",100,2900,"rec01795",2021-11-29
"1796","ap01796",2021-11-21,"XWFLVUZ",100,3800,"rec01796",2021-11-20
"1797","ap01797",2021-12-02,"JRMTIMN",100,3200,"rec01797",2021-12-01
"1798","ap01798",2022-02-02,"NNDTADQ",100,3000,"rec01798",2022-02-01
"1799","ap01799",2021-11-21,"HNCNXOP",100,2700,"rec01799",2021-11-20
"1800","ap01800",2021-11-25,"LYGGMIQ",100,2300,"rec01800",2021-11-24
"1801","ap01801",2021-11-23,"DJOVKFW",100,2300,"rec01801",2021-11-22
"1802","ap01802",2021-12-07,"DXBCRIG",100,3000,"rec01802",2021-12-06
"1803","ap01803",2021-11-27,"FBTQBXR",100,2900,"rec01803",2021-11-26
"1804","ap01804",2021-11-18,"DTGVDPA",100,2200,"rec01804",2021-11-17
"1805","ap01805",2021-11-24,"QARMOYF",100,3400,"rec01805",2021-11-23
"1806","ap01806",2021-11-21,"STSDLUO",100,3200,"rec01806",2021-11-20
"1807","ap01807",2021-12-12,"TTPKYJR",100,3300,"rec01807",2021-12-11
"1808","ap01808",2021-11-30,"EUAGXWP",100,2700,"rec01808",2021-11-29
"1809","ap01809",2021-11-24,"DEHKOMP",100,2500,"rec01809",2021-11-23
"1810","ap01810",2021-11-27,"EAJCLJX",100,3600,"rec01810",2021-11-26
"1811","ap01811",2021-12-01,"QVFLOML",100,3500,"rec01811",2021-11-30
"1812","ap01812",2021-11-19,"OLAESIN",100,2900,"rec01812",2021-11-18
"1813","ap01813",2022-01-12,"AADNEHH",100,3200,"rec01813",2022-01-11
"1814","ap01814",2021-11-27,"TJSPDLR",100,2300,"rec01814",2021-11-26
"1815","ap01815",2021-11-25,"REWWMWR",100,2800,"rec01815",2021-11-24
"1816","ap01816",2021-12-20,"DZKJUVX",100,3800,"rec01816",2021-12-19
"1817","ap01817",2021-12-04,"ZXJJHEM",100,3100,"rec01817",2021-12-03
"1818","ap01818",2021-11-21,"QODYCLE",100,2700,"rec01818",2021-11-20
"1819","ap01819",2021-11-29,"HRSCOBY",100,3200,"rec01819",2021-11-28
"1820","ap01820",2021-11-20,"KVBRPAF",100,3300,"rec01820",2021-11-19
"1821","ap01821",2021-12-06,"OVQVSQT",100,2500,"rec01821",2021-12-05
"1822","ap01822",2021-11-21,"EQWRHLR",100,4200,"rec01822",2021-11-20
"1823","ap01823",2021-12-09,"IXGVGYZ",100,3400,"rec01823",2021-12-08
"1824","ap01824",2021-12-13,"VFYTAXJ",100,2800,"rec01824",2021-12-12
"1825","ap01825",2021-12-05,"RZZSNZG",100,2000,"rec01825",2021-12-04
"1826","ap01826",2021-11-25,"FNKOHGS",100,2800,"rec01826",2021-11-24
"1827","ap01827",2021-11-23,"GOYIDRJ",100,3400,"rec01827",2021-11-22
"1828","ap01828",2021-11-24,"QEDHZSD",100,2200,"rec01828",2021-11-23
"1829","ap01829",2021-11-25,"IRWGLDV",100,3300,"rec01829",2021-11-24
"1830","ap01830",2021-11-27,"ZONIFVF",100,4000,"rec01830",2021-11-26
"1831","ap01831",2021-12-05,"BNCZSBG",100,2400,"rec01831",2021-12-04
"1832","ap01832",2021-12-10,"NYEBCLF",100,3600,"rec01832",2021-12-09
"1833","ap01833",2021-12-03,"JLDDRXD",100,4600,"rec01833",2021-12-02
"1834","ap01834",2021-12-13,"BGNFTUY",100,2900,"rec01834",2021-12-12
"1835","ap01835",2021-12-03,"IXIONKO",100,2600,"rec01835",2021-12-02
"1836","ap01836",2021-11-27,"YNZLQYZ",100,2800,"rec01836",2021-11-26
"1837","ap01837",2021-12-01,"VVEWTSO",100,2800,"rec01837",2021-11-30
"1838","ap01838",2021-11-25,"OMSXKPH",100,3100,"rec01838",2021-11-24
"1839","ap01839",2021-12-20,"PZNFWMT",100,3100,"rec01839",2021-12-19
"1840","ap01840",2021-11-25,"CREGQKF",100,2700,"rec01840",2021-11-24
"1841","ap01841",2021-11-29,"MSCVXUW",100,3100,"rec01841",2021-11-28
"1842","ap01842",2021-11-26,"ZQUOHES",100,2800,"rec01842",2021-11-25
"1843","ap01843",2021-12-01,"JRMIHTB",100,3400,"rec01843",2021-11-30
"1844","ap01844",2021-12-05,"FQHYIZP",100,2500,"rec01844",2021-12-04
"1845","ap01845",2021-12-25,"GJSMCEJ",100,3100,"rec01845",2021-12-24
"1846","ap01846",2021-11-28,"WHFWPQD",100,2400,"rec01846",2021-11-27
"1847","ap01847",2021-12-11,"LCGMRQZ",100,3200,"rec01847",2021-12-10
"1848","ap01848",2021-12-04,"CYHGAIF",100,2300,"rec01848",2021-12-03
"1849","ap01849",2021-12-01,"HZBUJES",100,4200,"rec01849",2021-11-30
"1850","ap01850",2021-12-01,"XVJSNZO",100,2600,"rec01850",2021-11-30
"1851","ap01851",2021-12-21,"CESMDML",100,2300,"rec01851",2021-12-20
"1852","ap01852",2022-01-15,"NQAHVIF",100,3300,"rec01852",2022-01-14
"1853","ap01853",2021-12-25,"CNWBZQG",100,2200,"rec01853",2021-12-24
"1854","ap01854",2021-12-14,"AONHKJO",100,2800,"rec01854",2021-12-13
"1855","ap01855",2021-11-29,"ZLEMEGP",100,3200,"rec01855",2021-11-28
"1856","ap01856",2021-12-17,"ROTLPKY",100,3400,"rec01856",2021-12-16
"1857","ap01857",2021-11-29,"JTKJJBA",100,2700,"rec01857",2021-11-28
"1858","ap01858",2021-12-21,"YIFSAZZ",100,2800,"rec01858",2021-12-20
"1859","ap01859",2021-11-28,"NNDPQSQ",100,2500,"rec01859",2021-11-27
"1860","ap01860",2022-01-15,"OOFSLVM",100,3200,"rec01860",2022-01-14
"1861","ap01861",2021-11-30,"UKHSPYZ",100,2500,"rec01861",2021-11-29
"1862","ap01862",2021-12-10,"FFTGBWM",100,3300,"rec01862",2021-12-09
"1863","ap01863",2021-12-09,"IGHOGDG",100,3000,"rec01863",2021-12-08
"1864","ap01864",2021-12-19,"RYZQTMR",100,2400,"rec01864",2021-12-18
"1865","ap01865",2021-12-08,"YOADBFB",100,3000,"rec01865",2021-12-07
"1866","ap01866",2022-02-08,"MOVZQZU",100,3100,"rec01866",2022-02-07
"1867","ap01867",2021-11-30,"CBDBJSH",100,2400,"rec01867",2021-11-29
"1868","ap01868",2021-12-10,"MMFXJSG",100,2600,"rec01868",2021-12-09
"1869","ap01869",2021-12-04,"TUUFIVV",100,2800,"rec01869",2021-12-03
"1870","ap01870",2021-12-27,"IWLYEWZ",100,3700,"rec01870",2021-12-26
"1871","ap01871",2021-11-30,"INKNZAB",100,2200,"rec01871",2021-11-29
"1872","ap01872",2022-01-06,"XHKBEBN",100,4500,"rec01872",2022-01-05
"1873","ap01873",2021-12-08,"PRWCJYI",100,2500,"rec01873",2021-12-07
"1874","ap01874",2021-12-11,"UHBLIEB",100,3700,"rec01874",2021-12-10
"1875","ap01875",2021-12-23,"DOINTLM",100,2900,"rec01875",2021-12-22
"1876","ap01876",2022-01-13,"CQJVOIG",100,3600,"rec01876",2022-01-12
"1877","ap01877",2021-12-25,"XISFEBN",100,3100,"rec01877",2021-12-24
"1878","ap01878",2022-01-16,"RYQWXKC",100,2700,"rec01878",2022-01-15
"1879","ap01879",2021-12-03,"XDKODAO",100,3200,"rec01879",2021-12-02
"1880","ap01880",2022-01-22,"ACQRBAH",100,3000,"rec01880",2022-01-21
"1881","ap01881",2021-12-17,"GTATTCD",100,3100,"rec01881",2021-12-16
"1882","ap01882",2021-12-04,"IJAHYIW",100,3300,"rec01882",2021-12-03
"1883","ap01883",2021-12-25,"TGIJYOI",100,3300,"rec01883",2021-12-24
"1884","ap01884",2021-12-13,"YRAMQFL",100,3100,"rec01884",2021-12-12
"1885","ap01885",2021-12-29,"LLMQWUG",100,2100,"rec01885",2021-12-28
"1886","ap01886",2021-12-07,"WXEJGNY",100,3200,"rec01886",2021-12-06
"1887","ap01887",2021-12-31,"SLOJNZH",100,3100,"rec01887",2021-12-30
"1888","ap01888",2021-12-05,"YRLPJEU",100,2600,"rec01888",2021-12-04
"1889","ap01889",2022-01-12,"IWPEFSP",100,3400,"rec01889",2022-01-11
"1890","ap01890",2021-12-11,"UIUIDCC",100,3200,"rec01890",2021-12-10
"1891","ap01891",2021-12-15,"LMTTGVJ",100,2500,"rec01891",2021-12-14
"1892","ap01892",2021-12-19,"LJRTVNY",100,3100,"rec01892",2021-12-18
"1893","ap01893",2021-12-11,"JXBKELB",100,2600,"rec01893",2021-12-10
"1894","ap01894",2021-12-07,"ZOBMDHD",100,3500,"rec01894",2021-12-06
"1895","ap01895",2022-01-17,"BROMQYM",100,2300,"rec01895",2022-01-16
"1896","ap01896",2021-12-24,"XCOTMET",100,3300,"rec01896",2021-12-23
"1897","ap01897",2021-12-14,"GJDGDBO",100,2700,"rec01897",2021-12-13
"1898","ap01898",2021-12-10,"RFWOYDG",100,4200,"rec01898",2021-12-09
"1899","ap01899",2021-12-11,"RZNLMOK",100,2600,"rec01899",2021-12-10
"1900","ap01900",2022-01-17,"QDPSLCC",100,3000,"rec01900",2022-01-16
"1901","ap01901",2021-12-21,"CCGLSLH",100,3700,"rec01901",2021-12-20
"1902","ap01902",2021-12-19,"YWVQSFC",100,3000,"rec01902",2021-12-18
"1903","ap01903",2021-12-08,"IFHSDCT",100,3100,"rec01903",2021-12-07
"1904","ap01904",2021-12-20,"UBHFPDJ",100,2800,"rec01904",2021-12-19
"1905","ap01905",2022-01-08,"ZAWNPJN",100,3100,"rec01905",2022-01-07
"1906","ap01906",2021-12-19,"YGYPJSZ",100,3200,"rec01906",2021-12-18
"1907","ap01907",2021-12-27,"VXEHQDI",100,2100,"rec01907",2021-12-26
"1908","ap01908",2021-12-15,"DGYTKHS",100,3000,"rec01908",2021-12-14
"1909","ap01909",2021-12-15,"FYFYACV",100,2400,"rec01909",2021-12-14
"1910","ap01910",2021-12-25,"ZOFBOHP",100,3600,"rec01910",2021-12-24
"1911","ap01911",2021-12-11,"LXDYWBP",100,3200,"rec01911",2021-12-10
"1912","ap01912",2021-12-29,"VUSKAYP",100,4200,"rec01912",2021-12-28
"1913","ap01913",2021-12-28,"HORLDYG",100,2700,"rec01913",2021-12-27
"1914","ap01914",2022-01-04,"QHPAWDT",100,3300,"rec01914",2022-01-03
"1915","ap01915",2021-12-30,"DTVBJEW",100,3100,"rec01915",2021-12-29
"1916","ap01916",2021-12-14,"JZYSCOB",100,3000,"rec01916",2021-12-13
"1917","ap01917",2021-12-17,"BXCMBGJ",100,2800,"rec01917",2021-12-16
"1918","ap01918",2022-01-01,"KVPMKRG",100,2800,"rec01918",2021-12-31
"1919","ap01919",2022-01-08,"CXPXQVN",100,2600,"rec01919",2022-01-07
"1920","ap01920",2022-01-04,"CWNGGXE",100,2200,"rec01920",2022-01-03
"1921","ap01921",2021-12-24,"GKSKGNA",100,3000,"rec01921",2021-12-23
"1922","ap01922",2022-01-02,"NMOVOCJ",100,2800,"rec01922",2022-01-01
"1923","ap01923",2021-12-23,"ITEEXNA",100,3000,"rec01923",2021-12-22
"1924","ap01924",2022-01-01,"SCBAPOA",100,4400,"rec01924",2021-12-31
"1925","ap01925",2021-12-17,"AUNXHDX",100,3500,"rec01925",2021-12-16
"1926","ap01926",2021-12-30,"MQOABGZ",100,3400,"rec01926",2021-12-29
"1927","ap01927",2022-01-23,"LPFDWIW",100,3100,"rec01927",2022-01-22
"1928","ap01928",2021-12-19,"FOWPCBN",100,3200,"rec01928",2021-12-18
"1929","ap01929",2021-12-29,"BYUGQFX",100,2300,"rec01929",2021-12-28
"1930","ap01930",2022-03-26,"CXUBFZR",100,3000,"rec01930",2022-03-25
"1931","ap01931",2022-01-05,"RMXGKDS",100,3800,"rec01931",2022-01-04
"1932","ap01932",2022-01-05,"PAACBTA",100,2800,"rec01932",2022-01-04
"1933","ap01933",2021-12-27,"XZQIOUS",100,2800,"rec01933",2021-12-26
"1934","ap01934",2022-01-25,"OOPNKVT",100,3800,"rec01934",2022-01-24
"1935","ap01935",2021-12-23,"JUTAVOY",100,3700,"rec01935",2021-12-22
"1936","ap01936",2022-01-03,"MBUKZFG",100,2600,"rec01936",2022-01-02
"1937","ap01937",2021-12-24,"WFNWCWY",100,2900,"rec01937",2021-12-23
"1938","ap01938",2022-01-12,"WXKNEWZ",100,3600,"rec01938",2022-01-11
"1939","ap01939",2021-12-28,"DVXQHHC",100,2500,"rec01939",2021-12-27
"1940","ap01940",2021-12-26,"PGSNMCT",100,2800,"rec01940",2021-12-25
"1941","ap01941",2022-01-03,"LTKPHSI",100,3200,"rec01941",2022-01-02
"1942","ap01942",2022-01-18,"XUNWJQA",100,3600,"rec01942",2022-01-17
"1943","ap01943",2022-01-05,"IEWCNSP",100,2500,"rec01943",2022-01-04
"1944","ap01944",2021-12-21,"JZOLEVG",100,3700,"rec01944",2021-12-20
"1945","ap01945",2021-12-31,"LCKXIPC",100,2800,"rec01945",2021-12-30
"1946","ap01946",2021-12-26,"PSDMAYX",100,3000,"rec01946",2021-12-25
"1947","ap01947",2021-12-23,"HPTPOIR",100,3500,"rec01947",2021-12-22
"1948","ap01948",2021-12-22,"ZIFSLXQ",100,2800,"rec01948",2021-12-21
"1949","ap01949",2021-12-29,"NAAHQUY",100,3400,"rec01949",2021-12-28
"1950","ap01950",2022-01-29,"NPBSVYF",100,2100,"rec01950",2022-01-28
"1951","ap01951",2021-12-28,"JPLILCW",100,2700,"rec01951",2021-12-27
"1952","ap01952",2022-03-13,"TDWAEZZ",100,2000,"rec01952",2022-03-12
"1953","ap01953",2022-01-03,"AWKTHRO",100,3400,"rec01953",2022-01-02
"1954","ap01954",2021-12-27,"AEJCFSA",100,3700,"rec01954",2021-12-26
"1955","ap01955",2021-12-29,"INMFEIS",100,3200,"rec01955",2021-12-28
"1956","ap01956",2022-01-04,"SLRRIXH",100,3200,"rec01956",2022-01-03
"1957","ap01957",2021-12-28,"DJXBTMZ",100,3600,"rec01957",2021-12-27
"1958","ap01958",2021-12-26,"HEXNHBH",100,2300,"rec01958",2021-12-25
"1959","ap01959",2022-02-17,"LLRPTVR",100,2400,"rec01959",2022-02-16
"1960","ap01960",2022-01-08,"ZLPVBCE",100,2300,"rec01960",2022-01-07
"1961","ap01961",2021-12-28,"TBSCDJV",100,2800,"rec01961",2021-12-27
"1962","ap01962",2022-01-18,"DLYBCMG",100,2600,"rec01962",2022-01-17
"1963","ap01963",2022-01-22,"EQUSJXR",100,2600,"rec01963",2022-01-21
"1964","ap01964",2022-01-06,"ZQDOWGJ",100,2700,"rec01964",2022-01-05
"1965","ap01965",2022-01-02,"KJNGKHX",100,3100,"rec01965",2022-01-01
"1966","ap01966",2022-01-15,"AFYAJIK",100,3000,"rec01966",2022-01-14
"1967","ap01967",2022-01-04,"HCLNOKS",100,3800,"rec01967",2022-01-03
