"","receiver_no","receiver_date","sku","unit_cost","received","po_no","po_date"
"1725","rec01725",2021-11-12,"NJPVPWB",33,100,"p01725",2021-11-03
"1726","rec01726",2021-12-05,"BDZINJJ",30,100,"p01726",2021-11-03
"1727","rec01727",2021-11-03,"LCAYWQU",30,100,"p01727",2021-11-03
"1728","rec01728",2021-12-12,"YJSTVXL",27,100,"p01728",2021-11-04
"1729","rec01729",2021-11-15,"KHETMVQ",25,100,"p01729",2021-11-04
"1730","rec01730",2021-11-09,"SDUTHXE",26,100,"p01730",2021-11-04
"1731","rec01731",2021-11-07,"RYGRNRJ",45,100,"p01731",2021-11-04
"1732","rec01732",2021-11-06,"KSVKPWZ",25,100,"p01732",2021-11-04
"1733","rec01733",2021-11-07,"TYVWJLG",27,100,"p01733",2021-11-04
"1734","rec01734",2021-12-09,"ZEAOKZJ",29,100,"p01734",2021-11-04
"1735","rec01735",2021-11-08,"LOUYDLP",32,100,"p01735",2021-11-04
"1736","rec01736",2021-11-09,"OHDZQJP",31,100,"p01736",2021-11-04
"1737","rec01737",2021-11-23,"DNYMOEA",19,100,"p01737",2021-11-04
"1738","rec01738",2021-11-28,"LNWOAFQ",30,100,"p01738",2021-11-04
"1739","rec01739",2021-12-10,"JTCSYCT",31,100,"p01739",2021-11-05
"1740","rec01740",2021-12-09,"NSANFWZ",20,100,"p01740",2021-11-05
"1741","rec01741",2021-11-24,"AYCAFJC",28,100,"p01741",2021-11-05
"1742","rec01742",2021-11-06,"RJEOTRU",38,100,"p01742",2021-11-05
"1743","rec01743",2021-11-06,"GLUJFRJ",34,100,"p01743",2021-11-05
"1744","rec01744",2021-12-07,"YKIZCSD",41,100,"p01744",2021-11-06
"1745","rec01745",2021-12-19,"BGDWUIJ",33,100,"p01745",2021-11-06
"1746","rec01746",2021-12-06,"DBSJXQC",28,100,"p01746",2021-11-06
"1747","rec01747",2021-11-22,"AMKIUKC",28,100,"p01747",2021-11-06
"1748","rec01748",2021-11-09,"QIZSFKV",25,100,"p01748",2021-11-07
"1749","rec01749",2021-11-19,"KNGEOMD",28,100,"p01749",2021-11-07
"1750","rec01750",2021-12-11,"YEKUATE",23,100,"p01750",2021-11-07
"1751","rec01751",2021-11-11,"JOPBZOY",23,100,"p01751",2021-11-07
"1752","rec01752",2021-11-08,"TTWUZUZ",25,100,"p01752",2021-11-07
"1753","rec01753",2021-11-28,"PNEPCDU",40,100,"p01753",2021-11-07
"1754","rec01754",2021-11-11,"ULAAPNP",36,100,"p01754",2021-11-07
"1755","rec01755",2021-11-12,"YXNPZRC",30,100,"p01755",2021-11-07
"1756","rec01756",2021-12-29,"ONNFIMW",37,100,"p01756",2021-11-07
"1757","rec01757",2022-01-12,"TBBKPTC",21,100,"p01757",2021-11-07
"1758","rec01758",2021-11-23,"URKXWEN",33,100,"p01758",2021-11-07
"1759","rec01759",2021-11-10,"VREXVNU",31,100,"p01759",2021-11-08
"1760","rec01760",2021-11-09,"TSOSUFP",20,100,"p01760",2021-11-08
"1761","rec01761",2021-11-11,"GTVWDJR",31,100,"p01761",2021-11-08
"1762","rec01762",2021-11-29,"GJWHSEB",29,100,"p01762",2021-11-08
"1763","rec01763",2021-11-10,"YBKUMMI",26,100,"p01763",2021-11-09
"1764","rec01764",2021-11-16,"MNDBNAC",32,100,"p01764",2021-11-09
"1765","rec01765",2021-11-14,"YNLPIYI",42,100,"p01765",2021-11-09
"1766","rec01766",2021-12-03,"NNABTST",20,100,"p01766",2021-11-09
"1767","rec01767",2021-11-29,"WKSYWND",23,100,"p01767",2021-11-09
"1768","rec01768",2021-11-29,"WRPOXSQ",26,100,"p01768",2021-11-09
"1769","rec01769",2021-11-16,"TRKTUQE",18,100,"p01769",2021-11-09
"1770","rec01770",2021-11-16,"UNVNZUQ",19,100,"p01770",2021-11-09
"1771","rec01771",2021-11-13,"EUROPPY",29,100,"p01771",2021-11-09
"1772","rec01772",2021-12-08,"STJEXNR",34,100,"p01772",2021-11-09
"1773","rec01773",2021-12-03,"JRVHXUU",17,100,"p01773",2021-11-10
"1774","rec01774",2021-11-14,"RRRPRSV",31,100,"p01774",2021-11-10
"1775","rec01775",2021-11-14,"VDMNHIQ",31,100,"p01775",2021-11-10
"1776","rec01776",2021-11-11,"JKRMNJC",30,100,"p01776",2021-11-10
"1777","rec01777",2021-12-23,"WZBEWDY",29,100,"p01777",2021-11-10
"1778","rec01778",2021-11-12,"RCAKXTB",24,100,"p01778",2021-11-11
"1779","rec01779",2021-11-26,"VZCIDQE",30,100,"p01779",2021-11-11
"1780","rec01780",2021-11-27,"FVTENNB",20,100,"p01780",2021-11-12
"1781","rec01781",2021-11-23,"BGFORMF",31,100,"p01781",2021-11-12
"1782","rec01782",2021-11-18,"UCGGVPL",29,100,"p01782",2021-11-12
"1783","rec01783",2021-11-17,"IDGYCBC",22,100,"p01783",2021-11-12
"1784","rec01784",2021-11-13,"ZHVHQQY",21,100,"p01784",2021-11-12
"1785","rec01785",2021-12-11,"OBVUZEN",36,100,"p01785",2021-11-12
"1786","rec01786",2021-11-19,"RWIFTAB",30,100,"p01786",2021-11-12
"1787","rec01787",2021-11-30,"YWWADQI",23,100,"p01787",2021-11-12
"1788","rec01788",2021-11-15,"OAHVLLJ",29,100,"p01788",2021-11-13
"1789","rec01789",2021-11-20,"ZJIPQSH",38,100,"p01789",2021-11-13
"1790","rec01790",2021-11-29,"JWCXXBW",27,100,"p01790",2021-11-13
"1791","rec01791",2021-11-18,"JFZAYHK",28,100,"p01791",2021-11-13
"1792","rec01792",2021-11-14,"XCLUIJE",25,100,"p01792",2021-11-13
"1793","rec01793",2021-11-15,"JNJMYFE",32,100,"p01793",2021-11-13
"1794","rec01794",2021-11-18,"PEYRRCC",29,100,"p01794",2021-11-14
"1795","rec01795",2021-11-29,"EMZJEAI",29,100,"p01795",2021-11-14
"1796","rec01796",2021-11-20,"XWFLVUZ",38,100,"p01796",2021-11-14
"1797","rec01797",2021-12-01,"JRMTIMN",32,100,"p01797",2021-11-15
"1798","rec01798",2022-02-01,"NNDTADQ",30,100,"p01798",2021-11-15
"1799","rec01799",2021-11-20,"HNCNXOP",27,100,"p01799",2021-11-15
"1800","rec01800",2021-11-24,"LYGGMIQ",23,100,"p01800",2021-11-15
"1801","rec01801",2021-11-22,"DJOVKFW",23,100,"p01801",2021-11-16
"1802","rec01802",2021-12-06,"DXBCRIG",30,100,"p01802",2021-11-16
"1803","rec01803",2021-11-26,"FBTQBXR",29,100,"p01803",2021-11-16
"1804","rec01804",2021-11-17,"DTGVDPA",22,100,"p01804",2021-11-16
"1805","rec01805",2021-11-23,"QARMOYF",34,100,"p01805",2021-11-17
"1806","rec01806",2021-11-20,"STSDLUO",32,100,"p01806",2021-11-17
"1807","rec01807",2021-12-11,"TTPKYJR",33,100,"p01807",2021-11-17
"1808","rec01808",2021-11-29,"EUAGXWP",27,100,"p01808",2021-11-17
"1809","rec01809",2021-11-23,"DEHKOMP",25,100,"p01809",2021-11-17
"1810","rec01810",2021-11-26,"EAJCLJX",36,100,"p01810",2021-11-17
"1811","rec01811",2021-11-30,"QVFLOML",35,100,"p01811",2021-11-18
"1812","rec01812",2021-11-18,"OLAESIN",29,100,"p01812",2021-11-18
"1813","rec01813",2022-01-11,"AADNEHH",32,100,"p01813",2021-11-18
"1814","rec01814",2021-11-26,"TJSPDLR",23,100,"p01814",2021-11-19
"1815","rec01815",2021-11-24,"REWWMWR",28,100,"p01815",2021-11-19
"1816","rec01816",2021-12-19,"DZKJUVX",38,100,"p01816",2021-11-19
"1817","rec01817",2021-12-03,"ZXJJHEM",31,100,"p01817",2021-11-19
"1818","rec01818",2021-11-20,"QODYCLE",27,100,"p01818",2021-11-19
"1819","rec01819",2021-11-28,"HRSCOBY",32,100,"p01819",2021-11-19
"1820","rec01820",2021-11-19,"KVBRPAF",33,100,"p01820",2021-11-19
"1821","rec01821",2021-12-05,"OVQVSQT",25,100,"p01821",2021-11-19
"1822","rec01822",2021-11-20,"EQWRHLR",42,100,"p01822",2021-11-19
"1823","rec01823",2021-12-08,"IXGVGYZ",34,100,"p01823",2021-11-19
"1824","rec01824",2021-12-12,"VFYTAXJ",28,100,"p01824",2021-11-20
"1825","rec01825",2021-12-04,"RZZSNZG",20,100,"p01825",2021-11-20
"1826","rec01826",2021-11-24,"FNKOHGS",28,100,"p01826",2021-11-21
"1827","rec01827",2021-11-22,"GOYIDRJ",34,100,"p01827",2021-11-21
"1828","rec01828",2021-11-23,"QEDHZSD",22,100,"p01828",2021-11-21
"1829","rec01829",2021-11-24,"IRWGLDV",33,100,"p01829",2021-11-21
"1830","rec01830",2021-11-26,"ZONIFVF",40,100,"p01830",2021-11-21
"1831","rec01831",2021-12-04,"BNCZSBG",24,100,"p01831",2021-11-22
"1832","rec01832",2021-12-09,"NYEBCLF",36,100,"p01832",2021-11-22
"1833","rec01833",2021-12-02,"JLDDRXD",46,100,"p01833",2021-11-22
"1834","rec01834",2021-12-12,"BGNFTUY",29,100,"p01834",2021-11-22
"1835","rec01835",2021-12-02,"IXIONKO",26,100,"p01835",2021-11-22
"1836","rec01836",2021-11-26,"YNZLQYZ",28,100,"p01836",2021-11-22
"1837","rec01837",2021-11-30,"VVEWTSO",28,100,"p01837",2021-11-23
"1838","rec01838",2021-11-24,"OMSXKPH",31,100,"p01838",2021-11-23
"1839","rec01839",2021-12-19,"PZNFWMT",31,100,"p01839",2021-11-23
"1840","rec01840",2021-11-24,"CREGQKF",27,100,"p01840",2021-11-23
"1841","rec01841",2021-11-28,"MSCVXUW",31,100,"p01841",2021-11-23
"1842","rec01842",2021-11-25,"ZQUOHES",28,100,"p01842",2021-11-24
"1843","rec01843",2021-11-30,"JRMIHTB",34,100,"p01843",2021-11-24
"1844","rec01844",2021-12-04,"FQHYIZP",25,100,"p01844",2021-11-24
"1845","rec01845",2021-12-24,"GJSMCEJ",31,100,"p01845",2021-11-24
"1846","rec01846",2021-11-27,"WHFWPQD",24,100,"p01846",2021-11-25
"1847","rec01847",2021-12-10,"LCGMRQZ",32,100,"p01847",2021-11-25
"1848","rec01848",2021-12-03,"CYHGAIF",23,100,"p01848",2021-11-25
"1849","rec01849",2021-11-30,"HZBUJES",42,100,"p01849",2021-11-25
"1850","rec01850",2021-11-30,"XVJSNZO",26,100,"p01850",2021-11-25
"1851","rec01851",2021-12-20,"CESMDML",23,100,"p01851",2021-11-25
"1852","rec01852",2022-01-14,"NQAHVIF",33,100,"p01852",2021-11-25
"1853","rec01853",2021-12-24,"CNWBZQG",22,100,"p01853",2021-11-25
"1854","rec01854",2021-12-13,"AONHKJO",28,100,"p01854",2021-11-26
"1855","rec01855",2021-11-28,"ZLEMEGP",32,100,"p01855",2021-11-26
"1856","rec01856",2021-12-16,"ROTLPKY",34,100,"p01856",2021-11-26
"1857","rec01857",2021-11-28,"JTKJJBA",27,100,"p01857",2021-11-26
"1858","rec01858",2021-12-20,"YIFSAZZ",28,100,"p01858",2021-11-26
"1859","rec01859",2021-11-27,"NNDPQSQ",25,100,"p01859",2021-11-26
"1860","rec01860",2022-01-14,"OOFSLVM",32,100,"p01860",2021-11-27
"1861","rec01861",2021-11-29,"UKHSPYZ",25,100,"p01861",2021-11-27
"1862","rec01862",2021-12-09,"FFTGBWM",33,100,"p01862",2021-11-27
"1863","rec01863",2021-12-08,"IGHOGDG",30,100,"p01863",2021-11-27
"1864","rec01864",2021-12-18,"RYZQTMR",24,100,"p01864",2021-11-27
"1865","rec01865",2021-12-07,"YOADBFB",30,100,"p01865",2021-11-27
"1866","rec01866",2022-02-07,"MOVZQZU",31,100,"p01866",2021-11-27
"1867","rec01867",2021-11-29,"CBDBJSH",24,100,"p01867",2021-11-28
"1868","rec01868",2021-12-09,"MMFXJSG",26,100,"p01868",2021-11-28
"1869","rec01869",2021-12-03,"TUUFIVV",28,100,"p01869",2021-11-28
"1870","rec01870",2021-12-26,"IWLYEWZ",37,100,"p01870",2021-11-29
"1871","rec01871",2021-11-29,"INKNZAB",22,100,"p01871",2021-11-29
"1872","rec01872",2022-01-05,"XHKBEBN",45,100,"p01872",2021-11-30
"1873","rec01873",2021-12-07,"PRWCJYI",25,100,"p01873",2021-11-30
"1874","rec01874",2021-12-10,"UHBLIEB",37,100,"p01874",2021-11-30
"1875","rec01875",2021-12-22,"DOINTLM",29,100,"p01875",2021-11-30
"1876","rec01876",2022-01-12,"CQJVOIG",36,100,"p01876",2021-12-01
"1877","rec01877",2021-12-24,"XISFEBN",31,100,"p01877",2021-12-01
"1878","rec01878",2022-01-15,"RYQWXKC",27,100,"p01878",2021-12-01
"1879","rec01879",2021-12-02,"XDKODAO",32,100,"p01879",2021-12-01
"1880","rec01880",2022-01-21,"ACQRBAH",30,100,"p01880",2021-12-01
"1881","rec01881",2021-12-16,"GTATTCD",31,100,"p01881",2021-12-02
"1882","rec01882",2021-12-03,"IJAHYIW",33,100,"p01882",2021-12-02
"1883","rec01883",2021-12-24,"TGIJYOI",33,100,"p01883",2021-12-02
"1884","rec01884",2021-12-12,"YRAMQFL",31,100,"p01884",2021-12-02
"1885","rec01885",2021-12-28,"LLMQWUG",21,100,"p01885",2021-12-02
"1886","rec01886",2021-12-06,"WXEJGNY",32,100,"p01886",2021-12-02
"1887","rec01887",2021-12-30,"SLOJNZH",31,100,"p01887",2021-12-02
"1888","rec01888",2021-12-04,"YRLPJEU",26,100,"p01888",2021-12-03
"1889","rec01889",2022-01-11,"IWPEFSP",34,100,"p01889",2021-12-03
"1890","rec01890",2021-12-10,"UIUIDCC",32,100,"p01890",2021-12-03
"1891","rec01891",2021-12-14,"LMTTGVJ",25,100,"p01891",2021-12-03
"1892","rec01892",2021-12-18,"LJRTVNY",31,100,"p01892",2021-12-04
"1893","rec01893",2021-12-10,"JXBKELB",26,100,"p01893",2021-12-05
"1894","rec01894",2021-12-06,"ZOBMDHD",35,100,"p01894",2021-12-05
"1895","rec01895",2022-01-16,"BROMQYM",23,100,"p01895",2021-12-05
"1896","rec01896",2021-12-23,"XCOTMET",33,100,"p01896",2021-12-05
"1897","rec01897",2021-12-13,"GJDGDBO",27,100,"p01897",2021-12-05
"1898","rec01898",2021-12-09,"RFWOYDG",42,100,"p01898",2021-12-06
"1899","rec01899",2021-12-10,"RZNLMOK",26,100,"p01899",2021-12-06
"1900","rec01900",2022-01-16,"QDPSLCC",30,100,"p01900",2021-12-06
"1901","rec01901",2021-12-20,"CCGLSLH",37,100,"p01901",2021-12-06
"1902","rec01902",2021-12-18,"YWVQSFC",30,100,"p01902",2021-12-07
"1903","rec01903",2021-12-07,"IFHSDCT",31,100,"p01903",2021-12-07
"1904","rec01904",2021-12-19,"UBHFPDJ",28,100,"p01904",2021-12-07
"1905","rec01905",2022-01-07,"ZAWNPJN",31,100,"p01905",2021-12-07
"1906","rec01906",2021-12-18,"YGYPJSZ",32,100,"p01906",2021-12-08
"1907","rec01907",2021-12-26,"VXEHQDI",21,100,"p01907",2021-12-08
"1908","rec01908",2021-12-14,"DGYTKHS",30,100,"p01908",2021-12-08
"1909","rec01909",2021-12-14,"FYFYACV",24,100,"p01909",2021-12-09
"1910","rec01910",2021-12-24,"ZOFBOHP",36,100,"p01910",2021-12-09
"1911","rec01911",2021-12-10,"LXDYWBP",32,100,"p01911",2021-12-09
"1912","rec01912",2021-12-28,"VUSKAYP",42,100,"p01912",2021-12-09
"1913","rec01913",2021-12-27,"HORLDYG",27,100,"p01913",2021-12-10
"1914","rec01914",2022-01-03,"QHPAWDT",33,100,"p01914",2021-12-10
"1915","rec01915",2021-12-29,"DTVBJEW",31,100,"p01915",2021-12-10
"1916","rec01916",2021-12-13,"JZYSCOB",30,100,"p01916",2021-12-11
"1917","rec01917",2021-12-16,"BXCMBGJ",28,100,"p01917",2021-12-11
"1918","rec01918",2021-12-31,"KVPMKRG",28,100,"p01918",2021-12-12
"1919","rec01919",2022-01-07,"CXPXQVN",26,100,"p01919",2021-12-12
"1920","rec01920",2022-01-03,"CWNGGXE",22,100,"p01920",2021-12-13
"1921","rec01921",2021-12-23,"GKSKGNA",30,100,"p01921",2021-12-13
"1922","rec01922",2022-01-01,"NMOVOCJ",28,100,"p01922",2021-12-14
"1923","rec01923",2021-12-22,"ITEEXNA",30,100,"p01923",2021-12-14
"1924","rec01924",2021-12-31,"SCBAPOA",44,100,"p01924",2021-12-14
"1925","rec01925",2021-12-16,"AUNXHDX",35,100,"p01925",2021-12-14
"1926","rec01926",2021-12-29,"MQOABGZ",34,100,"p01926",2021-12-15
"1927","rec01927",2022-01-22,"LPFDWIW",31,100,"p01927",2021-12-15
"1928","rec01928",2021-12-18,"FOWPCBN",32,100,"p01928",2021-12-16
"1929","rec01929",2021-12-28,"BYUGQFX",23,100,"p01929",2021-12-16
"1930","rec01930",2022-03-25,"CXUBFZR",30,100,"p01930",2021-12-16
"1931","rec01931",2022-01-04,"RMXGKDS",38,100,"p01931",2021-12-17
"1932","rec01932",2022-01-04,"PAACBTA",28,100,"p01932",2021-12-17
"1933","rec01933",2021-12-26,"XZQIOUS",28,100,"p01933",2021-12-17
"1934","rec01934",2022-01-24,"OOPNKVT",38,100,"p01934",2021-12-17
"1935","rec01935",2021-12-22,"JUTAVOY",37,100,"p01935",2021-12-18
"1936","rec01936",2022-01-02,"MBUKZFG",26,100,"p01936",2021-12-18
"1937","rec01937",2021-12-23,"WFNWCWY",29,100,"p01937",2021-12-18
"1938","rec01938",2022-01-11,"WXKNEWZ",36,100,"p01938",2021-12-18
"1939","rec01939",2021-12-27,"DVXQHHC",25,100,"p01939",2021-12-18
"1940","rec01940",2021-12-25,"PGSNMCT",28,100,"p01940",2021-12-18
"1941","rec01941",2022-01-02,"LTKPHSI",32,100,"p01941",2021-12-19
"1942","rec01942",2022-01-17,"XUNWJQA",36,100,"p01942",2021-12-19
"1943","rec01943",2022-01-04,"IEWCNSP",25,100,"p01943",2021-12-19
"1944","rec01944",2021-12-20,"JZOLEVG",37,100,"p01944",2021-12-19
"1945","rec01945",2021-12-30,"LCKXIPC",28,100,"p01945",2021-12-19
"1946","rec01946",2021-12-25,"PSDMAYX",30,100,"p01946",2021-12-19
"1947","rec01947",2021-12-22,"HPTPOIR",35,100,"p01947",2021-12-20
"1948","rec01948",2021-12-21,"ZIFSLXQ",28,100,"p01948",2021-12-20
"1949","rec01949",2021-12-28,"NAAHQUY",34,100,"p01949",2021-12-21
"1950","rec01950",2022-01-28,"NPBSVYF",21,100,"p01950",2021-12-21
"1951","rec01951",2021-12-27,"JPLILCW",27,100,"p01951",2021-12-21
"1952","rec01952",2022-03-12,"TDWAEZZ",20,100,"p01952",2021-12-21
"1953","rec01953",2022-01-02,"AWKTHRO",34,100,"p01953",2021-12-22
"1954","rec01954",2021-12-26,"AEJCFSA",37,100,"p01954",2021-12-22
"1955","rec01955",2021-12-28,"INMFEIS",32,100,"p01955",2021-12-22
"1956","rec01956",2022-01-03,"SLRRIXH",32,100,"p01956",2021-12-22
"1957","rec01957",2021-12-27,"DJXBTMZ",36,100,"p01957",2021-12-23
"1958","rec01958",2021-12-25,"HEXNHBH",23,100,"p01958",2021-12-25
"1959","rec01959",2022-02-16,"LLRPTVR",24,100,"p01959",2021-12-25
"1960","rec01960",2022-01-07,"ZLPVBCE",23,100,"p01960",2021-12-25
"1961","rec01961",2021-12-27,"TBSCDJV",28,100,"p01961",2021-12-26
"1962","rec01962",2022-01-17,"DLYBCMG",26,100,"p01962",2021-12-26
"1963","rec01963",2022-01-21,"EQUSJXR",26,100,"p01963",2021-12-27
"1964","rec01964",2022-01-05,"ZQDOWGJ",27,100,"p01964",2021-12-29
"1965","rec01965",2022-01-01,"KJNGKHX",31,100,"p01965",2021-12-29
"1966","rec01966",2022-01-14,"AFYAJIK",30,100,"p01966",2021-12-30
"1967","rec01967",2022-01-03,"HCLNOKS",38,100,"p01967",2021-12-31
"1968","rec01968",2022-01-17,"EKAWORI",18,100,"p01968",2021-12-31
"1969","rec01969",2022-01-28,"TQXQNTD",26,100,"p01969",2021-12-31
