"","disbursement_no","disbursement_date","sku","no_units_ordered","unit_cost","ap_no","ap_date"
"1682","dis01682",2021-11-26,"YPWRNMO",100,25,"ap01682",2021-11-03
"1683","dis01683",2021-12-31,"XJBYESX",100,35,"ap01683",2021-12-20
"1684","dis01684",2022-02-16,"TPDMJWS",100,20,"ap01684",2021-11-01
"1685","dis01685",2021-11-09,"ZLGYUWX",100,32,"ap01685",2021-11-01
"1686","dis01686",2022-03-04,"QXCZJWB",100,27,"ap01686",2021-10-31
"1687","dis01687",2021-12-17,"APMYZOY",100,33,"ap01687",2021-10-31
"1688","dis01688",2022-05-03,"UYHMBDW",100,23,"ap01688",2021-12-21
"1689","dis01689",2022-04-27,"VFAGAUC",100,19,"ap01689",2021-11-06
"1690","dis01690",2022-01-28,"NCQEAJW",100,33,"ap01690",2021-11-23
"1691","dis01691",2022-08-29,"RTGZNAP",100,32,"ap01691",2021-11-01
"1692","dis01692",2021-11-19,"YOJKLVD",100,37,"ap01692",2021-11-10
"1693","dis01693",2022-02-02,"ERBDORZ",100,37,"ap01693",2021-11-23
"1694","dis01694",2021-11-29,"NVATFAQ",100,22,"ap01694",2021-11-12
"1695","dis01695",2021-12-05,"JHHKRXR",100,31,"ap01695",2021-11-02
"1696","dis01696",2021-11-10,"VTLJDMV",100,29,"ap01696",2021-11-04
"1697","dis01697",2022-03-30,"LBBIIML",100,36,"ap01697",2021-11-10
"1698","dis01698",2022-02-06,"FIPBOVF",100,28,"ap01698",2021-11-26
"1699","dis01699",2022-02-18,"ZBCUFKL",100,26,"ap01699",2022-01-22
"1700","dis01700",2022-01-25,"GALBYHS",100,30,"ap01700",2021-11-17
"1701","dis01701",2022-04-16,"EUPKVZM",100,24,"ap01701",2021-11-05
"1702","dis01702",2021-11-06,"ERPNROI",100,24,"ap01702",2021-11-03
"1703","dis01703",2021-11-29,"IHDBAWP",100,36,"ap01703",2021-11-07
"1704","dis01704",2022-03-27,"FPENHEC",100,23,"ap01704",2021-11-13
"1705","dis01705",2021-11-22,"SBIRYAF",100,26,"ap01705",2021-11-23
"1706","dis01706",2021-12-17,"ONSZMGW",100,30,"ap01706",2021-11-03
"1707","dis01707",2021-12-14,"ZDDZJZA",100,27,"ap01707",2021-11-30
"1708","dis01708",2021-12-12,"ILAGXYJ",100,35,"ap01708",2021-11-12
"1709","dis01709",2021-12-02,"LJIWYTH",100,41,"ap01709",2021-11-17
"1710","dis01710",2022-02-13,"KCYZSOM",100,34,"ap01710",2021-11-06
"1711","dis01711",2022-01-04,"RCEPOMR",100,26,"ap01711",2021-11-25
"1712","dis01712",2021-11-18,"JYZITVT",100,38,"ap01712",2021-11-04
"1713","dis01713",2022-02-08,"OSMECNX",100,26,"ap01713",2021-11-15
"1714","dis01714",2021-11-30,"JXZAXAB",100,34,"ap01714",2021-11-21
"1715","dis01715",2022-05-17,"NFLNPIW",100,36,"ap01715",2022-01-15
"1716","dis01716",2022-01-04,"QLWFBBY",100,24,"ap01716",2021-11-14
"1717","dis01717",2022-01-31,"BNUZFFS",100,27,"ap01717",2021-11-27
"1718","dis01718",2022-01-31,"AWZROHL",100,25,"ap01718",2021-12-11
"1719","dis01719",2022-04-13,"VSJJUIG",100,36,"ap01719",2021-12-01
"1720","dis01720",2022-01-04,"FYICYTJ",100,26,"ap01720",2021-11-15
"1721","dis01721",2021-12-19,"KXDWCIZ",100,18,"ap01721",2021-11-21
"1722","dis01722",2021-12-01,"SRGDJGI",100,27,"ap01722",2021-11-30
"1723","dis01723",2022-02-01,"IVXKCAA",100,26,"ap01723",2021-11-24
"1724","dis01724",2021-11-27,"SHXBULO",100,24,"ap01724",2021-11-13
"1725","dis01725",2021-11-13,"NJPVPWB",100,33,"ap01725",2021-11-13
"1726","dis01726",2022-01-27,"BDZINJJ",100,30,"ap01726",2021-12-06
"1727","dis01727",2022-06-04,"LCAYWQU",100,30,"ap01727",2021-11-04
"1728","dis01728",2021-12-15,"YJSTVXL",100,27,"ap01728",2021-12-13
"1729","dis01729",2022-02-24,"KHETMVQ",100,25,"ap01729",2021-11-16
"1730","dis01730",2021-11-16,"SDUTHXE",100,26,"ap01730",2021-11-10
"1731","dis01731",2021-12-10,"RYGRNRJ",100,45,"ap01731",2021-11-08
"1732","dis01732",2021-11-11,"KSVKPWZ",100,25,"ap01732",2021-11-07
"1733","dis01733",2022-01-20,"TYVWJLG",100,27,"ap01733",2021-11-08
"1734","dis01734",2022-03-10,"ZEAOKZJ",100,29,"ap01734",2021-12-10
"1735","dis01735",2022-05-20,"LOUYDLP",100,32,"ap01735",2021-11-09
"1736","dis01736",2021-12-17,"OHDZQJP",100,31,"ap01736",2021-11-10
"1737","dis01737",2022-03-22,"DNYMOEA",100,19,"ap01737",2021-11-24
"1738","dis01738",2022-01-09,"LNWOAFQ",100,30,"ap01738",2021-11-29
"1739","dis01739",2022-01-27,"JTCSYCT",100,31,"ap01739",2021-12-11
"1740","dis01740",2022-05-18,"NSANFWZ",100,20,"ap01740",2021-12-10
"1741","dis01741",2022-05-07,"AYCAFJC",100,28,"ap01741",2021-11-25
"1742","dis01742",2022-01-13,"RJEOTRU",100,38,"ap01742",2021-11-07
"1743","dis01743",2021-12-16,"GLUJFRJ",100,34,"ap01743",2021-11-07
"1744","dis01744",2021-12-12,"YKIZCSD",100,41,"ap01744",2021-12-08
"1745","dis01745",2021-12-28,"BGDWUIJ",100,33,"ap01745",2021-12-20
"1746","dis01746",2022-04-28,"DBSJXQC",100,28,"ap01746",2021-12-07
"1747","dis01747",2021-12-04,"AMKIUKC",100,28,"ap01747",2021-11-23
"1748","dis01748",2022-06-20,"QIZSFKV",100,25,"ap01748",2021-11-10
"1749","dis01749",2021-12-22,"KNGEOMD",100,28,"ap01749",2021-11-20
"1750","dis01750",2021-12-20,"YEKUATE",100,23,"ap01750",2021-12-12
"1751","dis01751",2021-11-22,"JOPBZOY",100,23,"ap01751",2021-11-12
"1752","dis01752",2021-12-15,"TTWUZUZ",100,25,"ap01752",2021-11-09
"1753","dis01753",2021-12-15,"PNEPCDU",100,40,"ap01753",2021-11-29
"1754","dis01754",2022-04-30,"ULAAPNP",100,36,"ap01754",2021-11-12
"1755","dis01755",2022-02-14,"YXNPZRC",100,30,"ap01755",2021-11-13
"1756","dis01756",2022-06-06,"ONNFIMW",100,37,"ap01756",2021-12-30
"1757","dis01757",2022-01-21,"TBBKPTC",100,21,"ap01757",2022-01-13
"1758","dis01758",2022-02-08,"URKXWEN",100,33,"ap01758",2021-11-24
"1759","dis01759",2021-11-25,"VREXVNU",100,31,"ap01759",2021-11-11
"1760","dis01760",2022-06-22,"TSOSUFP",100,20,"ap01760",2021-11-10
"1761","dis01761",2022-05-08,"GTVWDJR",100,31,"ap01761",2021-11-12
"1762","dis01762",2021-12-04,"GJWHSEB",100,29,"ap01762",2021-11-30
"1763","dis01763",2022-03-19,"YBKUMMI",100,26,"ap01763",2021-11-11
"1764","dis01764",2022-01-07,"MNDBNAC",100,32,"ap01764",2021-11-17
"1765","dis01765",2021-11-17,"YNLPIYI",100,42,"ap01765",2021-11-15
"1766","dis01766",2021-12-24,"NNABTST",100,20,"ap01766",2021-12-04
"1767","dis01767",2021-12-31,"WKSYWND",100,23,"ap01767",2021-11-30
"1768","dis01768",2021-12-23,"WRPOXSQ",100,26,"ap01768",2021-11-30
"1769","dis01769",2022-02-05,"TRKTUQE",100,18,"ap01769",2021-11-17
"1770","dis01770",2022-02-08,"UNVNZUQ",100,19,"ap01770",2021-11-17
"1771","dis01771",2022-03-07,"EUROPPY",100,29,"ap01771",2021-11-14
"1772","dis01772",2021-12-10,"STJEXNR",100,34,"ap01772",2021-12-09
"1773","dis01773",2021-12-22,"JRVHXUU",100,17,"ap01773",2021-12-04
"1774","dis01774",2022-01-06,"RRRPRSV",100,31,"ap01774",2021-11-15
"1775","dis01775",2022-03-06,"VDMNHIQ",100,31,"ap01775",2021-11-15
"1776","dis01776",2022-01-11,"JKRMNJC",100,30,"ap01776",2021-11-12
"1777","dis01777",2022-01-18,"WZBEWDY",100,29,"ap01777",2021-12-24
"1778","dis01778",2022-05-09,"RCAKXTB",100,24,"ap01778",2021-11-13
"1779","dis01779",2022-01-10,"VZCIDQE",100,30,"ap01779",2021-11-27
"1780","dis01780",2022-05-27,"FVTENNB",100,20,"ap01780",2021-11-28
"1781","dis01781",2022-01-03,"BGFORMF",100,31,"ap01781",2021-11-24
"1782","dis01782",2022-05-01,"UCGGVPL",100,29,"ap01782",2021-11-19
"1783","dis01783",2022-02-08,"IDGYCBC",100,22,"ap01783",2021-11-18
"1784","dis01784",2022-08-29,"ZHVHQQY",100,21,"ap01784",2021-11-14
"1785","dis01785",2021-12-12,"OBVUZEN",100,36,"ap01785",2021-12-12
"1786","dis01786",2021-12-21,"RWIFTAB",100,30,"ap01786",2021-11-20
"1787","dis01787",2022-01-02,"YWWADQI",100,23,"ap01787",2021-12-01
"1788","dis01788",2022-01-06,"OAHVLLJ",100,29,"ap01788",2021-11-16
"1789","dis01789",2022-01-07,"ZJIPQSH",100,38,"ap01789",2021-11-21
"1790","dis01790",2021-12-09,"JWCXXBW",100,27,"ap01790",2021-11-30
"1791","dis01791",2022-04-02,"JFZAYHK",100,28,"ap01791",2021-11-19
"1792","dis01792",2022-02-28,"XCLUIJE",100,25,"ap01792",2021-11-15
"1793","dis01793",2022-01-02,"JNJMYFE",100,32,"ap01793",2021-11-16
"1794","dis01794",2022-05-11,"PEYRRCC",100,29,"ap01794",2021-11-19
"1795","dis01795",2021-12-02,"EMZJEAI",100,29,"ap01795",2021-11-30
"1796","dis01796",2022-05-05,"XWFLVUZ",100,38,"ap01796",2021-11-21
"1797","dis01797",2022-01-21,"JRMTIMN",100,32,"ap01797",2021-12-02
"1798","dis01798",2022-09-16,"NNDTADQ",100,30,"ap01798",2022-02-02
"1799","dis01799",2021-11-21,"HNCNXOP",100,27,"ap01799",2021-11-21
"1800","dis01800",2021-12-13,"LYGGMIQ",100,23,"ap01800",2021-11-25
"1801","dis01801",2022-03-29,"DJOVKFW",100,23,"ap01801",2021-11-23
"1802","dis01802",2022-03-23,"DXBCRIG",100,30,"ap01802",2021-12-07
"1803","dis01803",2022-01-01,"FBTQBXR",100,29,"ap01803",2021-11-27
"1804","dis01804",2021-11-30,"DTGVDPA",100,22,"ap01804",2021-11-18
"1805","dis01805",2022-01-04,"QARMOYF",100,34,"ap01805",2021-11-24
"1806","dis01806",2021-11-30,"STSDLUO",100,32,"ap01806",2021-11-21
"1807","dis01807",2022-01-15,"TTPKYJR",100,33,"ap01807",2021-12-12
"1808","dis01808",2021-12-19,"EUAGXWP",100,27,"ap01808",2021-11-30
"1809","dis01809",2022-01-23,"DEHKOMP",100,25,"ap01809",2021-11-24
"1810","dis01810",2021-12-21,"EAJCLJX",100,36,"ap01810",2021-11-27
"1811","dis01811",2022-01-01,"QVFLOML",100,35,"ap01811",2021-12-01
"1812","dis01812",2022-02-25,"OLAESIN",100,29,"ap01812",2021-11-19
"1813","dis01813",2022-02-07,"AADNEHH",100,32,"ap01813",2022-01-12
"1814","dis01814",2022-01-11,"TJSPDLR",100,23,"ap01814",2021-11-27
"1815","dis01815",2022-02-22,"REWWMWR",100,28,"ap01815",2021-11-25
"1816","dis01816",2022-03-04,"DZKJUVX",100,38,"ap01816",2021-12-20
"1817","dis01817",2022-01-24,"ZXJJHEM",100,31,"ap01817",2021-12-04
"1818","dis01818",2021-12-23,"QODYCLE",100,27,"ap01818",2021-11-21
"1819","dis01819",2021-12-06,"HRSCOBY",100,32,"ap01819",2021-11-29
"1820","dis01820",2022-01-05,"KVBRPAF",100,33,"ap01820",2021-11-20
"1821","dis01821",2021-12-31,"OVQVSQT",100,25,"ap01821",2021-12-06
"1822","dis01822",2021-12-16,"EQWRHLR",100,42,"ap01822",2021-11-21
"1823","dis01823",2022-02-07,"IXGVGYZ",100,34,"ap01823",2021-12-09
"1824","dis01824",2021-12-22,"VFYTAXJ",100,28,"ap01824",2021-12-13
"1825","dis01825",2022-01-17,"RZZSNZG",100,20,"ap01825",2021-12-05
"1826","dis01826",2022-02-27,"FNKOHGS",100,28,"ap01826",2021-11-25
"1827","dis01827",2022-01-13,"GOYIDRJ",100,34,"ap01827",2021-11-23
"1828","dis01828",2022-03-21,"QEDHZSD",100,22,"ap01828",2021-11-24
"1829","dis01829",2022-03-01,"IRWGLDV",100,33,"ap01829",2021-11-25
"1830","dis01830",2022-02-07,"ZONIFVF",100,40,"ap01830",2021-11-27
"1831","dis01831",2022-01-18,"BNCZSBG",100,24,"ap01831",2021-12-05
"1832","dis01832",2022-02-05,"NYEBCLF",100,36,"ap01832",2021-12-10
"1833","dis01833",2021-12-20,"JLDDRXD",100,46,"ap01833",2021-12-03
"1834","dis01834",2022-04-06,"BGNFTUY",100,29,"ap01834",2021-12-13
"1835","dis01835",2021-12-08,"IXIONKO",100,26,"ap01835",2021-12-03
"1836","dis01836",2022-04-14,"YNZLQYZ",100,28,"ap01836",2021-11-27
"1837","dis01837",2021-12-26,"VVEWTSO",100,28,"ap01837",2021-12-01
"1838","dis01838",2022-03-02,"OMSXKPH",100,31,"ap01838",2021-11-25
"1839","dis01839",2021-12-24,"PZNFWMT",100,31,"ap01839",2021-12-20
"1840","dis01840",2021-12-16,"CREGQKF",100,27,"ap01840",2021-11-25
"1841","dis01841",2022-05-16,"MSCVXUW",100,31,"ap01841",2021-11-29
"1842","dis01842",2021-12-03,"ZQUOHES",100,28,"ap01842",2021-11-26
"1843","dis01843",2022-03-01,"JRMIHTB",100,34,"ap01843",2021-12-01
"1844","dis01844",2022-06-07,"FQHYIZP",100,25,"ap01844",2021-12-05
"1845","dis01845",2022-01-11,"GJSMCEJ",100,31,"ap01845",2021-12-25
"1846","dis01846",2022-04-22,"WHFWPQD",100,24,"ap01846",2021-11-28
"1847","dis01847",2022-01-22,"LCGMRQZ",100,32,"ap01847",2021-12-11
"1848","dis01848",2021-12-17,"CYHGAIF",100,23,"ap01848",2021-12-04
"1849","dis01849",2022-03-20,"HZBUJES",100,42,"ap01849",2021-12-01
"1850","dis01850",2022-06-10,"XVJSNZO",100,26,"ap01850",2021-12-01
"1851","dis01851",2022-03-31,"CESMDML",100,23,"ap01851",2021-12-21
"1852","dis01852",2022-02-09,"NQAHVIF",100,33,"ap01852",2022-01-15
"1853","dis01853",2022-05-06,"CNWBZQG",100,22,"ap01853",2021-12-25
"1854","dis01854",2022-05-31,"AONHKJO",100,28,"ap01854",2021-12-14
"1855","dis01855",2022-03-25,"ZLEMEGP",100,32,"ap01855",2021-11-29
"1856","dis01856",2022-02-12,"ROTLPKY",100,34,"ap01856",2021-12-17
"1857","dis01857",2021-12-19,"JTKJJBA",100,27,"ap01857",2021-11-29
"1858","dis01858",2021-12-21,"YIFSAZZ",100,28,"ap01858",2021-12-21
"1859","dis01859",2022-01-10,"NNDPQSQ",100,25,"ap01859",2021-11-28
"1860","dis01860",2022-01-19,"OOFSLVM",100,32,"ap01860",2022-01-15
"1861","dis01861",2021-12-07,"UKHSPYZ",100,25,"ap01861",2021-11-30
"1862","dis01862",2022-01-01,"FFTGBWM",100,33,"ap01862",2021-12-10
"1863","dis01863",2022-02-21,"IGHOGDG",100,30,"ap01863",2021-12-09
"1864","dis01864",2022-02-06,"RYZQTMR",100,24,"ap01864",2021-12-19
"1865","dis01865",2022-03-23,"YOADBFB",100,30,"ap01865",2021-12-08
"1866","dis01866",2022-08-03,"MOVZQZU",100,31,"ap01866",2022-02-08
"1867","dis01867",2022-03-09,"CBDBJSH",100,24,"ap01867",2021-11-30
"1868","dis01868",2022-01-07,"MMFXJSG",100,26,"ap01868",2021-12-10
"1869","dis01869",2022-03-19,"TUUFIVV",100,28,"ap01869",2021-12-04
"1870","dis01870",2022-01-19,"IWLYEWZ",100,37,"ap01870",2021-12-27
"1871","dis01871",2022-01-17,"INKNZAB",100,22,"ap01871",2021-11-30
"1872","dis01872",2022-05-02,"XHKBEBN",100,45,"ap01872",2022-01-06
"1873","dis01873",2022-05-11,"PRWCJYI",100,25,"ap01873",2021-12-08
"1874","dis01874",2021-12-18,"UHBLIEB",100,37,"ap01874",2021-12-11
"1875","dis01875",2022-01-21,"DOINTLM",100,29,"ap01875",2021-12-23
"1876","dis01876",2022-01-23,"CQJVOIG",100,36,"ap01876",2022-01-13
"1877","dis01877",2022-03-19,"XISFEBN",100,31,"ap01877",2021-12-25
"1878","dis01878",2022-03-28,"RYQWXKC",100,27,"ap01878",2022-01-16
"1879","dis01879",2022-01-01,"XDKODAO",100,32,"ap01879",2021-12-03
"1880","dis01880",2022-09-06,"ACQRBAH",100,30,"ap01880",2022-01-22
"1881","dis01881",2022-03-16,"GTATTCD",100,31,"ap01881",2021-12-17
"1882","dis01882",2021-12-11,"IJAHYIW",100,33,"ap01882",2021-12-04
"1883","dis01883",2022-01-02,"TGIJYOI",100,33,"ap01883",2021-12-25
"1884","dis01884",2022-03-05,"YRAMQFL",100,31,"ap01884",2021-12-13
"1885","dis01885",2022-02-01,"LLMQWUG",100,21,"ap01885",2021-12-29
"1886","dis01886",2022-05-15,"WXEJGNY",100,32,"ap01886",2021-12-07
"1887","dis01887",2022-01-13,"SLOJNZH",100,31,"ap01887",2021-12-31
"1888","dis01888",2022-05-26,"YRLPJEU",100,26,"ap01888",2021-12-05
"1889","dis01889",2022-03-22,"IWPEFSP",100,34,"ap01889",2022-01-12
"1890","dis01890",2022-01-10,"UIUIDCC",100,32,"ap01890",2021-12-11
"1891","dis01891",2021-12-23,"LMTTGVJ",100,25,"ap01891",2021-12-15
"1892","dis01892",2021-12-18,"LJRTVNY",100,31,"ap01892",2021-12-19
"1893","dis01893",2021-12-21,"JXBKELB",100,26,"ap01893",2021-12-11
"1894","dis01894",2022-08-27,"ZOBMDHD",100,35,"ap01894",2021-12-07
"1895","dis01895",2022-01-30,"BROMQYM",100,23,"ap01895",2022-01-17
"1896","dis01896",2022-04-14,"XCOTMET",100,33,"ap01896",2021-12-24
"1897","dis01897",2022-01-15,"GJDGDBO",100,27,"ap01897",2021-12-14
"1898","dis01898",2022-02-18,"RFWOYDG",100,42,"ap01898",2021-12-10
"1899","dis01899",2022-02-10,"RZNLMOK",100,26,"ap01899",2021-12-11
"1900","dis01900",2022-02-20,"QDPSLCC",100,30,"ap01900",2022-01-17
"1901","dis01901",2022-01-07,"CCGLSLH",100,37,"ap01901",2021-12-21
"1902","dis01902",2022-03-30,"YWVQSFC",100,30,"ap01902",2021-12-19
"1903","dis01903",2021-12-27,"IFHSDCT",100,31,"ap01903",2021-12-08
"1904","dis01904",2022-04-14,"UBHFPDJ",100,28,"ap01904",2021-12-20
"1905","dis01905",2022-03-24,"ZAWNPJN",100,31,"ap01905",2022-01-08
"1906","dis01906",2022-01-29,"YGYPJSZ",100,32,"ap01906",2021-12-19
"1907","dis01907",2022-02-10,"VXEHQDI",100,21,"ap01907",2021-12-27
"1908","dis01908",2022-04-07,"DGYTKHS",100,30,"ap01908",2021-12-15
"1909","dis01909",2022-01-27,"FYFYACV",100,24,"ap01909",2021-12-15
"1910","dis01910",2022-01-20,"ZOFBOHP",100,36,"ap01910",2021-12-25
"1911","dis01911",2022-03-10,"LXDYWBP",100,32,"ap01911",2021-12-11
"1912","dis01912",2022-01-18,"VUSKAYP",100,42,"ap01912",2021-12-29
"1913","dis01913",2022-03-29,"HORLDYG",100,27,"ap01913",2021-12-28
"1914","dis01914",2022-01-07,"QHPAWDT",100,33,"ap01914",2022-01-04
"1915","dis01915",2022-01-09,"DTVBJEW",100,31,"ap01915",2021-12-30
"1916","dis01916",2022-01-18,"JZYSCOB",100,30,"ap01916",2021-12-14
"1917","dis01917",2022-04-10,"BXCMBGJ",100,28,"ap01917",2021-12-17
"1918","dis01918",2022-09-01,"KVPMKRG",100,28,"ap01918",2022-01-01
"1919","dis01919",2022-01-29,"CXPXQVN",100,26,"ap01919",2022-01-08
"1920","dis01920",2022-04-19,"CWNGGXE",100,22,"ap01920",2022-01-04
"1921","dis01921",2022-03-08,"GKSKGNA",100,30,"ap01921",2021-12-24
"1922","dis01922",2022-03-19,"NMOVOCJ",100,28,"ap01922",2022-01-02
"1923","dis01923",2022-08-21,"ITEEXNA",100,30,"ap01923",2021-12-23
"1924","dis01924",2022-01-27,"SCBAPOA",100,44,"ap01924",2022-01-01
"1925","dis01925",2022-07-29,"AUNXHDX",100,35,"ap01925",2021-12-17
"1926","dis01926",2022-02-16,"MQOABGZ",100,34,"ap01926",2021-12-30
"1927","dis01927",2022-03-05,"LPFDWIW",100,31,"ap01927",2022-01-23
"1928","dis01928",2021-12-30,"FOWPCBN",100,32,"ap01928",2021-12-19
"1929","dis01929",2022-04-17,"BYUGQFX",100,23,"ap01929",2021-12-29
"1930","dis01930",2022-08-07,"CXUBFZR",100,30,"ap01930",2022-03-26
"1931","dis01931",2022-07-20,"RMXGKDS",100,38,"ap01931",2022-01-05
"1932","dis01932",2022-01-23,"PAACBTA",100,28,"ap01932",2022-01-05
"1933","dis01933",2022-01-14,"XZQIOUS",100,28,"ap01933",2021-12-27
"1934","dis01934",2022-04-14,"OOPNKVT",100,38,"ap01934",2022-01-25
"1935","dis01935",2022-03-18,"JUTAVOY",100,37,"ap01935",2021-12-23
"1936","dis01936",2022-05-03,"MBUKZFG",100,26,"ap01936",2022-01-03
"1937","dis01937",2022-05-28,"WFNWCWY",100,29,"ap01937",2021-12-24
"1938","dis01938",2022-02-14,"WXKNEWZ",100,36,"ap01938",2022-01-12
"1939","dis01939",2022-01-12,"DVXQHHC",100,25,"ap01939",2021-12-28
"1940","dis01940",2022-10-19,"PGSNMCT",100,28,"ap01940",2021-12-26
"1941","dis01941",2022-01-10,"LTKPHSI",100,32,"ap01941",2022-01-03
"1942","dis01942",2022-04-22,"XUNWJQA",100,36,"ap01942",2022-01-18
"1943","dis01943",2022-02-09,"IEWCNSP",100,25,"ap01943",2022-01-05
"1944","dis01944",2021-12-30,"JZOLEVG",100,37,"ap01944",2021-12-21
"1945","dis01945",2022-04-22,"LCKXIPC",100,28,"ap01945",2021-12-31
"1946","dis01946",2022-03-06,"PSDMAYX",100,30,"ap01946",2021-12-26
"1947","dis01947",2022-01-13,"HPTPOIR",100,35,"ap01947",2021-12-23
"1948","dis01948",2022-04-03,"ZIFSLXQ",100,28,"ap01948",2021-12-22
"1949","dis01949",2022-01-25,"NAAHQUY",100,34,"ap01949",2021-12-29
"1950","dis01950",2022-03-20,"NPBSVYF",100,21,"ap01950",2022-01-29
"1951","dis01951",2022-03-06,"JPLILCW",100,27,"ap01951",2021-12-28
"1952","dis01952",2022-04-25,"TDWAEZZ",100,20,"ap01952",2022-03-13
"1953","dis01953",2022-01-26,"AWKTHRO",100,34,"ap01953",2022-01-03
"1954","dis01954",2022-05-10,"AEJCFSA",100,37,"ap01954",2021-12-27
"1955","dis01955",2022-01-01,"INMFEIS",100,32,"ap01955",2021-12-29
"1956","dis01956",2022-01-13,"SLRRIXH",100,32,"ap01956",2022-01-04
"1957","dis01957",2022-06-03,"DJXBTMZ",100,36,"ap01957",2021-12-28
"1958","dis01958",2022-02-04,"HEXNHBH",100,23,"ap01958",2021-12-26
"1959","dis01959",2022-06-11,"LLRPTVR",100,24,"ap01959",2022-02-17
"1960","dis01960",2022-02-27,"ZLPVBCE",100,23,"ap01960",2022-01-08
"1961","dis01961",2022-01-12,"TBSCDJV",100,28,"ap01961",2021-12-28
"1962","dis01962",2022-01-29,"DLYBCMG",100,26,"ap01962",2022-01-18
"1963","dis01963",2022-09-03,"EQUSJXR",100,26,"ap01963",2022-01-22
"1964","dis01964",2022-06-03,"ZQDOWGJ",100,27,"ap01964",2022-01-06
"1965","dis01965",2022-01-05,"KJNGKHX",100,31,"ap01965",2022-01-02
"1966","dis01966",2022-02-07,"AFYAJIK",100,30,"ap01966",2022-01-15
"1967","dis01967",2022-04-01,"HCLNOKS",100,38,"ap01967",2022-01-04
"1968","dis01968",2022-08-01,"EKAWORI",100,18,"ap01968",2022-01-18
"1969","dis01969",2022-03-31,"TQXQNTD",100,26,"ap01969",2022-01-29
