"no","customer_no","invoice_no","amount","shipper_no","shipper_date"
"81463","c00218","i81552",108,"s79893",2021-10-29
"81464","c00521","i81439",345,"s79894",2021-10-29
"81465","c00959","i81569",124,"s79895",2021-10-29
"81466","c00712","i81428",124,"s79896",2021-10-29
"81475","c00188","i81397",120,"s80145",2021-10-30
"81476","c00736","i81414",28,"s80146",2021-10-30
"81477","c00402","i81543",384,"s80147",2021-10-30
"81479","c00131","i81424",112,"s80149",2021-10-30
"81489","c00478","i81509",264,"s80395",2021-10-31
"81490","c00443","i81554",0,"s80396",2021-10-31
"81503","c00655","i81434",84,"s80648",2021-11-01
"81504","c00180","i81526",24,"s80649",2021-11-01
"81505","c00454","i81394",144,"s80650",2021-11-01
"81506","c00759","i81396",0,"s80651",2021-11-01
"81507","c00519","i81533",136,"s80652",2021-11-01
"81508","c00526","i81494",104,"s80653",2021-11-01
"81517","c00838","i81637",465,"s80908",2021-11-02
"81518","c00178","i81464",112,"s80909",2021-11-02
"81529","c00510","i81609",768,"s81193",2021-11-03
"81530","c00089","i81522",136,"s81194",2021-11-03
"81541","c00014","i81537",234,"s81444",2021-11-04
"81542","c00987","i81574",348,"s81445",2021-11-04
"81543","c00922","i81551",112,"s81446",2021-11-04
"81551","c00683","i81591",144,"s81698",2021-11-05
"81552","c00434","i81418",0,"s81699",2021-11-05
"81553","c00159","i81610",432,"s81700",2021-11-05
"81554","c00764","i81432",248,"s81701",2021-11-05
"81555","c00891","i81588",264,"s81702",2021-11-05
"81561","c00909","i81444",120,"s81970",2021-11-06
"81568","c00205","i81618",156,"s82249",2021-11-07
"81570","c00268","i81529",90,"s82251",2021-11-07
"81571","c00711","i81576",44,"s82252",2021-11-07
"81577","c00516","i81455",360,"s82544",2021-11-08
"81582","c00083","i81452",174,"s82825",2021-11-09
"81592","c00350","i81573",0,"s83119",2021-11-10
"81593","c00463","i81388",128,"s83120",2021-11-10
"81594","c00269","i81550",112,"s83121",2021-11-10
"81598","c00577","i81528",50,"s83383",2021-11-11
"81600","c00537","i81461",84,"s83655",2021-11-12
"81606","c00091","i81581",132,"s84191",2021-11-14
"81608","c00692","i81508",186,"s84471",2021-11-15
"81616","c00866","i81623",0,"s85230",2021-11-18
"81617","c00100","i81615",90,"s85231",2021-11-18
"81626","c00069","i81496",200,"s86561",2021-11-23
"81631","c00996","i81420",248,"s88173",2021-11-29
"81634","c00761","i81450",420,"s89859",2021-12-05
"81646","c00653","i81823",108,"s79145",2021-10-26
"81647","c00617","i81668",58,"s79146",2021-10-26
"81648","c00329","i81846",136,"s79147",2021-10-26
"81664","c00318","i81842",144,"s79381",2021-10-27
"81665","c00461","i81774",186,"s79382",2021-10-27
"81666","c00924","i81805",84,"s79383",2021-10-27
"81673","c00888","i81737",68,"s79626",2021-10-28
"81674","c00652","i81877",348,"s79627",2021-10-28
"81675","c00846","i81822",198,"s79628",2021-10-28
"81676","c00438","i81917",54,"s79629",2021-10-28
"81677","c00672","i81833",279,"s79630",2021-10-28
"81678","c00321","i81850",560,"s79631",2021-10-28
"81679","c00771","i81687",315,"s79632",2021-10-28
"81680","c00020","i81641",544,"s79633",2021-10-28
"81693","c00939","i81661",46,"s79909",2021-10-29
"81694","c00428","i81835",84,"s79910",2021-10-29
"81695","c00430","i81852",240,"s79911",2021-10-29
"81696","c00321","i81903",42,"s79912",2021-10-29
"81697","c00476","i81921",0,"s79913",2021-10-29
"81698","c00300","i81776",0,"s79914",2021-10-29
"81710","c00555","i81793",128,"s80161",2021-10-30
"81711","c00156","i81924",0,"s80162",2021-10-30
"81712","c00089","i81888",125,"s80163",2021-10-30
"81713","c00492","i81799",32,"s80164",2021-10-30
"81730","c00065","i81940",496,"s80413",2021-10-31
"81731","c00761","i81733",0,"s80414",2021-10-31
"81732","c00764","i81708",0,"s80415",2021-10-31
"81733","c00320","i81897",124,"s80416",2021-10-31
"81734","c00435","i81741",192,"s80417",2021-10-31
"81735","c00512","i81920",132,"s80418",2021-10-31
"81736","c00647","i81755",58,"s80419",2021-10-31
"81737","c00175","i81803",128,"s80420",2021-10-31
"81738","c00390","i81902",75,"s80421",2021-10-31
"81754","c00854","i81711",264,"s80669",2021-11-01
"81755","c00469","i81858",66,"s80670",2021-11-01
"81756","c00546","i81870",0,"s80671",2021-11-01
"81757","c00422","i81806",0,"s80672",2021-11-01
"81768","c00889","i81648",0,"s80920",2021-11-02
"81769","c00168","i81885",66,"s80921",2021-11-02
"81770","c00258","i81731",72,"s80922",2021-11-02
"81771","c00526","i81760",168,"s80923",2021-11-02
"81772","c00766","i81767",234,"s80924",2021-11-02
"81784","c00225","i81705",200,"s81206",2021-11-03
"81785","c00904","i81638",261,"s81207",2021-11-03
"81786","c00898","i81916",360,"s81208",2021-11-03
"81787","c00866","i81936",174,"s81209",2021-11-03
"81788","c00281","i81933",290,"s81210",2021-11-03
"81789","c00380","i81863",0,"s81211",2021-11-03
"81790","c00693","i81665",84,"s81212",2021-11-03
"81791","c00781","i81736",60,"s81213",2021-11-03
"81792","c00076","i81807",132,"s81214",2021-11-03
"81807","c00894","i81721",99,"s81461",2021-11-04
"81808","c00039","i81683",0,"s81462",2021-11-04
"81809","c00428","i81931",54,"s81463",2021-11-04
"81817","c00683","i81883",62,"s81710",2021-11-05
"81818","c00248","i81727",105,"s81711",2021-11-05
"81819","c00019","i81889",52,"s81712",2021-11-05
"81820","c00803","i81765",26,"s81713",2021-11-05
"81821","c00084","i81834",72,"s81714",2021-11-05
"81822","c00986","i81639",312,"s81715",2021-11-05
"81823","c00151","i81690",117,"s81716",2021-11-05
"81831","c00482","i81913",198,"s81978",2021-11-06
"81832","c00893","i81882",624,"s81979",2021-11-06
"81833","c00692","i81808",186,"s81980",2021-11-06
"81834","c00662","i81928",0,"s81981",2021-11-06
"81835","c00281","i81694",408,"s81982",2021-11-06
"81846","c00442","i81696",104,"s82263",2021-11-07
"81847","c00751","i81662",72,"s82264",2021-11-07
"81848","c00687","i81939",216,"s82265",2021-11-07
"81849","c00356","i81652",0,"s82266",2021-11-07
"81855","c00707","i81891",232,"s82550",2021-11-08
"81856","c00797","i81752",0,"s82551",2021-11-08
"81857","c00499","i81876",120,"s82552",2021-11-08
"81858","c00851","i81768",300,"s82553",2021-11-08
"81861","c00652","i81915",546,"s82828",2021-11-09
"81862","c00592","i81719",86,"s82829",2021-11-09
"81863","c00650","i81706",0,"s82830",2021-11-09
"81870","c00994","i81658",270,"s83128",2021-11-10
"81877","c00134","i81704",0,"s83390",2021-11-11
"81878","c00688","i81811",58,"s83391",2021-11-11
"81882","c00787","i81747",124,"s83659",2021-11-12
"81883","c00027","i81836",105,"s83660",2021-11-12
"81884","c00748","i81860",48,"s83661",2021-11-12
"81885","c00440","i81862",54,"s83662",2021-11-12
"81890","c00711","i81845",336,"s83939",2021-11-13
"81891","c00596","i81667",186,"s83940",2021-11-13
"81892","c00338","i81745",96,"s83941",2021-11-13
"81893","c00733","i81830",116,"s83942",2021-11-13
"81898","c00517","i81872",96,"s84196",2021-11-14
"81899","c00522","i81855",124,"s84197",2021-11-14
"81900","c00248","i81824",0,"s84198",2021-11-14
"81904","c00943","i81646",396,"s84475",2021-11-15
"81905","c00159","i81675",125,"s84476",2021-11-15
"81908","c00617","i81676",240,"s84726",2021-11-16
"81909","c00358","i81689",75,"s84727",2021-11-16
"81918","c00199","i81693",324,"s85775",2021-11-20
"81925","c00353","i81732",48,"s86295",2021-11-22
"81930","c00848","i81881",40,"s87908",2021-11-28
"81931","c00464","i81764",93,"s87909",2021-11-28
"81935","c00551","i81925",128,"s88970",2021-12-02
"81936","c00602","i81878",112,"s88971",2021-12-02
"81938","c00678","i81904",168,"s92079",2021-12-13
"81951","c00869","i82047",38,"s79394",2021-10-27
"81952","c00493","i82140",0,"s79395",2021-10-27
"81953","c00712","i82061",108,"s79396",2021-10-27
"81954","c00533","i81962",120,"s79397",2021-10-27
"81955","c00155","i82187",264,"s79398",2021-10-27
"81975","c00533","i81966",141,"s79653",2021-10-28
"81976","c00548","i81974",168,"s79654",2021-10-28
"81977","c00982","i82090",84,"s79655",2021-10-28
"81979","c00266","i82221",23,"s79657",2021-10-28
"81980","c00041","i82190",21,"s79658",2021-10-28
"81981","c00637","i82017",192,"s79659",2021-10-28
"81982","c00244","i82089",46,"s79660",2021-10-28
"81999","c00402","i82078",150,"s79931",2021-10-29
"82000","c00106","i81988",352,"s79932",2021-10-29
"82003","c00320","i81982",0,"s79935",2021-10-29
"82004","c00081","i82069",174,"s79936",2021-10-29
"82005","c00049","i82201",216,"s79937",2021-10-29
"82006","c00534","i81950",324,"s79938",2021-10-29
"82007","c00679","i81942",105,"s79939",2021-10-29
"82008","c00720","i82164",116,"s79940",2021-10-29
"82019","c00352","i82196",144,"s80175",2021-10-30
"82020","c00347","i81998",0,"s80176",2021-10-30
"82033","c00361","i81995",99,"s80434",2021-10-31
"82034","c00400","i81978",74,"s80435",2021-10-31
"82035","c00392","i82060",0,"s80436",2021-10-31
"82036","c00446","i81952",0,"s80437",2021-10-31
"82037","c00628","i81955",252,"s80438",2021-10-31
"82051","c00177","i82026",0,"s80686",2021-11-01
"82052","c00765","i82189",60,"s80687",2021-11-01
"82053","c00184","i82155",288,"s80688",2021-11-01
"82054","c00358","i82145",112,"s80689",2021-11-01
"82068","c00337","i82117",72,"s80938",2021-11-02
"82069","c00575","i81992",198,"s80939",2021-11-02
"82070","c00801","i82208",294,"s80940",2021-11-02
"82071","c00843","i82007",272,"s80941",2021-11-02
"82078","c00899","i82127",66,"s81221",2021-11-03
"82079","c00408","i82040",351,"s81222",2021-11-03
"82080","c00851","i82195",138,"s81223",2021-11-03
"82081","c00639","i81957",198,"s81224",2021-11-03
"82095","c00296","i81958",176,"s81477",2021-11-04
"82096","c00864","i82053",48,"s81478",2021-11-04
"82097","c00018","i82138",90,"s81479",2021-11-04
"82098","c00522","i82171",114,"s81480",2021-11-04
"82109","c00539","i82016",96,"s81727",2021-11-05
"82111","c00499","i81959",279,"s81729",2021-11-05
"82112","c00696","i82087",112,"s81730",2021-11-05
"82113","c00375","i82203",50,"s81731",2021-11-05
"82119","c00227","i82193",168,"s81988",2021-11-06
"82120","c00811","i82030",147,"s81989",2021-11-06
"82121","c00211","i82019",75,"s81990",2021-11-06
"82122","c00709","i82048",132,"s81991",2021-11-06
"82128","c00730","i81949",96,"s82272",2021-11-07
"82129","c00779","i82185",66,"s82273",2021-11-07
"82136","c00338","i82135",136,"s82560",2021-11-08
"82143","c00960","i82214",0,"s82837",2021-11-09
"82144","c00899","i82098",120,"s82838",2021-11-09
"82145","c00497","i82081",105,"s82839",2021-11-09
"82146","c00338","i82041",126,"s82840",2021-11-09
"82153","c00718","i82177",75,"s83135",2021-11-10
"82154","c00024","i82217",396,"s83136",2021-11-10
"82158","c00222","i82080",80,"s83395",2021-11-11
"82159","c00669","i82129",156,"s83396",2021-11-11
"82160","c00947","i82167",120,"s83397",2021-11-11
"82169","c00923","i82083",408,"s83946",2021-11-13
"82172","c00227","i81970",150,"s84201",2021-11-14
"82174","c00742","i82184",108,"s84478",2021-11-15
"82179","c00976","i82179",74,"s84732",2021-11-16
"82187","c00184","i82082",240,"s85235",2021-11-18
"82188","c00398","i82216",108,"s85236",2021-11-18
"82189","c00420","i82121",360,"s85237",2021-11-18
"82190","c00607","i82161",198,"s85238",2021-11-18
"82195","c00811","i82085",108,"s85777",2021-11-20
"82198","c00742","i82144",140,"s86296",2021-11-22
"82202","c00049","i82168",0,"s86565",2021-11-23
"82203","c00160","i82092",200,"s86566",2021-11-23
"82205","c00388","i82102",90,"s87083",2021-11-25
"82206","c00757","i81975",50,"s87084",2021-11-25
"82209","c00211","i82062",58,"s87346",2021-11-26
"82219","c00818","i82014",315,"s89860",2021-12-05
"82220","c00050","i82218",168,"s90138",2021-12-06
"82222","c00134","i82198",256,"s91270",2021-12-10
"82223","c00261","i81948",306,"s92080",2021-12-13
"82229","c00627","i82457",84,"s79666",2021-10-28
"82230","c00470","i82279",0,"s79667",2021-10-28
"82231","c00496","i82469",0,"s79668",2021-10-28
"82232","c00454","i82293",112,"s79669",2021-10-28
"82253","c00611","i82437",84,"s79961",2021-10-29
"82254","c00690","i82305",120,"s79962",2021-10-29
"82255","c00552","i82234",124,"s79963",2021-10-29
"82256","c00635","i82300",252,"s79964",2021-10-29
"82257","c00328","i82359",420,"s79965",2021-10-29
"82258","c00169","i82474",32,"s79966",2021-10-29
"82259","c00807","i82456",144,"s79967",2021-10-29
"82260","c00784","i82428",124,"s79968",2021-10-29
"82261","c00904","i82455",120,"s79969",2021-10-29
"82284","c00863","i82489",141,"s80199",2021-10-30
"82285","c00447","i82346",100,"s80200",2021-10-30
"82286","c00528","i82280",264,"s80201",2021-10-30
"82287","c00629","i82277",336,"s80202",2021-10-30
"82289","c00634","i82347",288,"s80204",2021-10-30
"82290","c00224","i82401",72,"s80205",2021-10-30
"82300","c00404","i82288",96,"s80448",2021-10-31
"82301","c00305","i82444",90,"s80449",2021-10-31
"82302","c00031","i82391",50,"s80450",2021-10-31
"82303","c00934","i82398",140,"s80451",2021-10-31
"82304","c00651","i82423",408,"s80452",2021-10-31
"82305","c00111","i82429",0,"s80453",2021-10-31
"82306","c00014","i82246",180,"s80454",2021-10-31
"82320","c00264","i82473",138,"s80703",2021-11-01
"82321","c00529","i82341",620,"s80704",2021-11-01
"82322","c00468","i82458",31,"s80705",2021-11-01
"82323","c00934","i82261",903,"s80706",2021-11-01
"82324","c00034","i82371",0,"s80707",2021-11-01
"82334","c00922","i82343",162,"s80951",2021-11-02
"82335","c00670","i82340",204,"s80952",2021-11-02
"82336","c00718","i82253",114,"s80953",2021-11-02
"82337","c00449","i82417",544,"s80954",2021-11-02
"82338","c00471","i82434",84,"s80955",2021-11-02
"82348","c00683","i82236",87,"s81234",2021-11-03
"82350","c00502","i82311",81,"s81236",2021-11-03
"82351","c00917","i82390",112,"s81237",2021-11-03
"82352","c00970","i82267",90,"s81238",2021-11-03
"82361","c00392","i82478",350,"s81489",2021-11-04
"82362","c00271","i82287",224,"s81490",2021-11-04
"82363","c00531","i82487",288,"s81491",2021-11-04
"82364","c00258","i82272",240,"s81492",2021-11-04
"82365","c00698","i82227",105,"s81493",2021-11-04
"82377","c00700","i82260",45,"s81743",2021-11-05
"82378","c00367","i82316",136,"s81744",2021-11-05
"82389","c00813","i82369",216,"s82002",2021-11-06
"82390","c00768","i82276",348,"s82003",2021-11-06
"82391","c00763","i82348",0,"s82004",2021-11-06
"82393","c00004","i82445",384,"s82006",2021-11-06
"82399","c00345","i82299",90,"s82278",2021-11-07
"82400","c00729","i82410",180,"s82279",2021-11-07
"82409","c00383","i82357",68,"s82569",2021-11-08
"82410","c00954","i82353",222,"s82570",2021-11-08
"82411","c00195","i82314",96,"s82571",2021-11-08
"82421","c00047","i82281",180,"s82850",2021-11-09
"82422","c00123","i82271",102,"s82851",2021-11-09
"82427","c00785","i82389",272,"s83141",2021-11-10
"82428","c00410","i82450",280,"s83142",2021-11-10
"82432","c00248","i82386",123,"s83401",2021-11-11
"82445","c00189","i82338",0,"s83951",2021-11-13
"82446","c00822","i82306",312,"s83952",2021-11-13
"82451","c00800","i82373",108,"s84206",2021-11-14
"82456","c00324","i82332",174,"s84483",2021-11-15
"82458","c00608","i82224",224,"s84992",2021-11-17
"82459","c00174","i82454",0,"s84993",2021-11-17
"82460","c00063","i82380",108,"s84994",2021-11-17
"82461","c00221","i82419",123,"s85239",2021-11-18
"82462","c00378","i82296",88,"s85240",2021-11-18
"82465","c00708","i82358",72,"s85476",2021-11-19
"82466","c00228","i82381",222,"s85477",2021-11-19
"82467","c00064","i82324",250,"s85478",2021-11-19
"82469","c00447","i82405",0,"s85779",2021-11-20
"82471","c00712","i82237",66,"s86047",2021-11-21
"82475","c00943","i82463",81,"s86567",2021-11-23
"82477","c00098","i82377",225,"s87085",2021-11-25
"82489","c00654","i82408",84,"s92370",2021-12-14
"82490","c00024","i82321",300,"s94003",2021-12-20
"82498","c00239","i82615",90,"s79977",2021-10-29
"82499","c00950","i82699",510,"s79978",2021-10-29
"82500","c00937","i82540",120,"s79979",2021-10-29
"82501","c00547","i82535",52,"s79980",2021-10-29
"82514","c00527","i82681",99,"s80218",2021-10-30
"82516","c00400","i82660",495,"s80220",2021-10-30
"82517","c00061","i82685",144,"s80221",2021-10-30
"82518","c00776","i82661",23,"s80222",2021-10-30
"82519","c00838","i82590",528,"s80223",2021-10-30
"82520","c00449","i82670",192,"s80224",2021-10-30
"82544","c00776","i82733",180,"s80478",2021-10-31
"82545","c00010","i82629",369,"s80479",2021-10-31
"82546","c00010","i82639",156,"s80480",2021-10-31
"82547","c00775","i82530",210,"s80481",2021-10-31
"82548","c00093","i82641",0,"s80482",2021-10-31
"82549","c00570","i82514",216,"s80483",2021-10-31
"82550","c00953","i82648",0,"s80484",2021-10-31
"82551","c00887","i82729",174,"s80485",2021-10-31
"82564","c00823","i82569",186,"s80720",2021-11-01
"82565","c00400","i82684",38,"s80721",2021-11-01
"82566","c00843","i82559",720,"s80722",2021-11-01
"82567","c00222","i82509",66,"s80723",2021-11-01
"82568","c00110","i82678",336,"s80724",2021-11-01
"82569","c00448","i82583",272,"s80725",2021-11-01
"82570","c00447","i82587",120,"s80726",2021-11-01
"82571","c00060","i82592",112,"s80727",2021-11-01
"82581","c00230","i82614",25,"s80965",2021-11-02
"82582","c00419","i82602",54,"s80966",2021-11-02
"82583","c00386","i82595",480,"s80967",2021-11-02
"82584","c00810","i82651",594,"s80968",2021-11-02
"82585","c00670","i82621",120,"s80969",2021-11-02
"82586","c00135","i82744",180,"s80970",2021-11-02
"82603","c00825","i82708",0,"s81255",2021-11-03
"82604","c00501","i82586",198,"s81256",2021-11-03
"82619","c00514","i82633",52,"s81508",2021-11-04
"82630","c00784","i82673",208,"s81755",2021-11-05
"82631","c00154","i82517",222,"s81756",2021-11-05
"82632","c00034","i82644",234,"s81757",2021-11-05
"82633","c00047","i82626",112,"s81758",2021-11-05
"82641","c00409","i82711",66,"s82015",2021-11-06
"82642","c00816","i82706",0,"s82016",2021-11-06
"82643","c00409","i82537",234,"s82017",2021-11-06
"82644","c00703","i82687",63,"s82018",2021-11-06
"82645","c00851","i82691",150,"s82019",2021-11-06
"82646","c00598","i82656",232,"s82020",2021-11-06
"82654","c00532","i82743",75,"s82287",2021-11-07
"82655","c00994","i82506",148,"s82288",2021-11-07
"82656","c00267","i82519",378,"s82289",2021-11-07
"82657","c00310","i82716",186,"s82290",2021-11-07
"82658","c00249","i82518",162,"s82291",2021-11-07
"82659","c00523","i82574",87,"s82292",2021-11-07
"82667","c00323","i82596",128,"s82579",2021-11-08
"82671","c00100","i82579",0,"s82855",2021-11-09
"82672","c00487","i82554",0,"s82856",2021-11-09
"82673","c00383","i82552",0,"s82857",2021-11-09
"82677","c00847","i82669",324,"s83146",2021-11-10
"82682","c00166","i82672",0,"s83406",2021-11-11
"82683","c00294","i82561",272,"s83407",2021-11-11
"82684","c00257","i82730",270,"s83408",2021-11-11
"82685","c00326","i82739",138,"s83409",2021-11-11
"82686","c00169","i82556",0,"s83410",2021-11-11
"82687","c00314","i82737",68,"s83411",2021-11-11
"82690","c00401","i82525",224,"s83678",2021-11-12
"82691","c00521","i82613",0,"s83679",2021-11-12
